date,airline,pax,plf,seat_km,pax_km,aircraft
2025-08-01,Akasa Air,702582.0,90.97,949268.47,863571.812,4121
2025-09-01,Akasa Air,664811.0,91.79,871930.266,800331.39,3857
2025-10-01,Akasa Air,724662.0,91.2,955334.635,871232.444,4230
2025-11-01,Akasa Air,721879.0,93.81,903456.896,847569.562,4083
2025-12-01,Akasa Air,739061.0,95.3,899677.12,857367.266,4117
2026-01-01,Akasa Air,727727.0,93.21,905466.169,844006.522,4144
2026-02-01,Akasa Air,687287.0,93.32,861652.531,804063.527,3903
2026-03-01,Akasa Air,778132.0,90.54,1016099.059,919960.102,4560
2026-04-01,Akasa Air,791273.0,91.74,1039190.441,953359.505,4593
2026-05-01,Akasa Air,889666.0,92.51,1172646.503,1084782.622,5172
2026-06-01,Akasa Air,855604.0,92.16,1121521.894,1033576.139,5001
2026-07-01,Akasa Air,664572.0,91.93,852930.276,784078.282,3829
2015-01-01,Alliance Air,19612.0,67.261,17948.0,12072.0,581
2015-02-01,Alliance Air,22047.0,65.559,19506.0,12788.0,669
2015-03-01,Alliance Air,25651.0,64.654,26000.0,16810.0,774
2015-04-01,Alliance Air,33047.0,69.259,28906.0,20020.0,900
2015-05-01,Alliance Air,38835.0,72.06,31643.0,22802.0,1029
2015-06-01,Alliance Air,31659.0,65.277,28295.0,18470.0,938
2015-07-01,Alliance Air,30552.0,60.736,28650.0,17401.0,946
2015-08-01,Alliance Air,29539.0,62.238,28248.0,17581.0,854
2015-09-01,Alliance Air,29211.0,62.329,26296.0,16390.0,898
2015-10-01,Alliance Air,36433.0,68.224,28940.0,19744.0,851
2015-11-01,Alliance Air,34705.0,70.686,28495.0,20142.0,934
2015-12-01,Alliance Air,33139.0,72.196,24421.0,17631.0,827
2016-01-01,Alliance Air,29601.0,64.447,26729.0,17226.0,884
2016-02-01,Alliance Air,35835.0,66.036,30141.0,19904.0,775
2016-03-01,Alliance Air,37784.0,64.934,31837.0,20673.0,960
2016-04-01,Alliance Air,44691.0,69.567,36415.0,25333.0,918
2016-05-01,Alliance Air,50046.0,70.887,40494.0,28705.0,1005
2016-06-01,Alliance Air,44202.0,65.504,39578.0,25925.0,955
2016-07-01,Alliance Air,47610.0,65.197,42606.0,27778.0,1045
2016-08-01,Alliance Air,54618.0,66.933,43073.0,28830.0,1160
2016-09-01,Alliance Air,52990.0,65.834,42171.0,27763.0,1169
2016-10-01,Alliance Air,57813.0,69.243,43453.0,30088.0,1174
2016-11-01,Alliance Air,58611.0,73.528,40900.0,30073.0,1117
2016-12-01,Alliance Air,53803.0,74.53,33353.0,24858.0,955
2017-01-01,Alliance Air,53021.0,68.235,35955.0,24534.0,1027
2017-02-01,Alliance Air,51519.0,69.739,34926.0,24357.0,1005
2017-03-01,Alliance Air,56487.0,67.764,37669.0,25526.0,1156
2017-04-01,Alliance Air,63087.0,72.229,40168.0,29013.0,1209
2017-05-01,Alliance Air,71136.0,74.698,41937.0,31326.0,1309
2017-06-01,Alliance Air,72723.0,75.888,41320.0,31357.0,1264
2017-07-01,Alliance Air,83846.0,76.455,48294.0,36923.0,1441
2017-08-01,Alliance Air,88714.0,77.472,50689.0,39270.0,1441
2017-09-01,Alliance Air,105919.0,78.781,58892.0,46396.0,1730
2017-10-01,Alliance Air,120496.0,76.243,70539.0,53781.0,1989
2017-11-01,Alliance Air,124946.0,78.148,71586.0,55943.0,2033
2017-12-01,Alliance Air,141201.0,82.229,77274.0,63542.0,2095
2018-01-01,Alliance Air,134627.0,81.649,74507.0,60834.0,2013
2018-02-01,Alliance Air,132115.0,82.049,72379.0,59386.0,2000
2018-03-01,Alliance Air,142441.0,76.176,82128.0,62562.0,2304
2018-04-01,Alliance Air,139655.0,76.348,80027.0,61099.0,2255
2018-05-01,Alliance Air,137718.0,72.942,82413.0,60114.0,2320
2018-06-01,Alliance Air,131358.0,72.548,77700.0,56370.0,2152
2018-07-01,Alliance Air,134169.0,72.072,80342.0,57904.0,2259
2018-08-01,Alliance Air,132970.0,68.464,83152.0,56929.0,2358
2018-09-01,Alliance Air,129952.0,65.042,84326.0,54847.0,2396
2018-10-01,Alliance Air,123014.0,65.534,78182.0,51236.0,2369
2018-11-01,Alliance Air,129339.0,68.006,79653.0,54169.0,2439
2018-12-01,Alliance Air,143712.0,69.238,88725.0,61431.0,3201
2019-01-01,Alliance Air,138705.0,65.695,89372.474,58712.999,2606
2019-02-01,Alliance Air,127312.0,69.047,77272.0,53354.0,2214
2019-03-01,Alliance Air,129478.0,64.399,83357.69,53681.29,2414
2019-04-01,Alliance Air,134597.0,67.753,82941.0,56195.0,2385
2019-05-01,Alliance Air,152294.0,70.533,91234.0,64350.0,2617
2019-06-01,Alliance Air,147259.0,70.904,86163.0,61093.0,2494
2019-07-01,Alliance Air,135724.0,66.618,85207.0,56763.0,2469
2019-08-01,Alliance Air,134431.0,63.785,88069.0,56175.0,2603
2019-09-01,Alliance Air,135642.0,62.731,88338.0,55415.0,2667
2019-10-01,Alliance Air,145086.0,65.981,88373.0,58309.0,2700
2019-11-01,Alliance Air,134676.0,65.909,82734.0,54529.0,2507
2019-12-01,Alliance Air,145520.0,66.121,88009.0,58192.0,2690
2020-01-01,Alliance Air,142268.0,64.443,89407.0,57617.0,2684
2020-02-01,Alliance Air,145354.0,65.112,89662.0,58381.0,2735
2020-03-01,Alliance Air,82612.0,51.406,65187.0,33510.0,1987
2020-05-01,Alliance Air,3772.0,23.188,6676.0,1548.0,212
2020-06-01,Alliance Air,36092.0,33.289,42942.0,14295.0,1422
2020-07-01,Alliance Air,41967.0,33.664,48616.0,16366.0,1540
2020-08-01,Alliance Air,45544.0,41.557,44933.0,18673.0,1229
2020-09-01,Alliance Air,49709.0,41.775,48594.0,20300.0,1260
2020-10-01,Alliance Air,63236.0,46.549,54388.0,25317.0,1386
2020-11-01,Alliance Air,82656.0,57.111,59069.0,33735.0,1600
2020-12-01,Alliance Air,99226.0,62.062,64982.0,40329.0,1787
2021-01-01,Alliance Air,92039.0,61.449,59562.0,36600.0,1652
2021-02-01,Alliance Air,95469.0,65.271,57272.0,37382.0,1660
2021-03-01,Alliance Air,95563.0,57.904,65795.0,38098.0,1809
2021-04-01,Alliance Air,63147.0,43.922,57532.0,25269.0,1530
2021-05-01,Alliance Air,29756.0,30.972,39320.0,12178.0,1042
2021-06-01,Alliance Air,52874.0,47.076,46841.0,22051.0,1217
2021-07-01,Alliance Air,70363.0,54.476,54547.0,29715.0,2185
2021-08-01,Alliance Air,80491.0,57.336,58161.0,33347.0,2336
2021-09-01,Alliance Air,91031.0,60.178,63455.0,38186.0,2499
2021-10-01,Alliance Air,107718.0,68.736,70954.0,48771.0,2572
2021-11-01,Alliance Air,120306.0,68.461,79476.0,54410.0,2907
2021-12-01,Alliance Air,125358.0,66.987,84022.0,56284.0,3085
2022-01-01,Alliance Air,79509.0,48.545,68614.0,33309.0,2745
2022-02-01,Alliance Air,111715.0,71.898,64487.0,46365.0,2620
2022-03-01,Alliance Air,145441.0,73.999,78966.0,58434.0,3209
2022-04-01,Alliance Air,120306.0,66.918,72765.28,48693.097,2907
2022-05-01,Alliance Air,125358.0,65.51,77281.834,50627.439,3085
2022-06-01,Alliance Air,120306.0,66.918,72765.28,48693.097,2907
2022-07-01,Alliance Air,111715.0,71.898,64487.0,46365.0,2620
2022-08-01,Alliance Air,125358.0,66.987,84022.0,56284.0,3085
2022-09-01,Alliance Air,120306.0,68.461,79476.0,54410.0,2907
2022-10-01,Alliance Air,139768.0,62.004,86225.0,53463.0,3619
2022-11-01,Alliance Air,144477.0,67.284,84152.0,56621.0,3548
2022-12-01,Alliance Air,169217.0,69.991,94764.0,66326.0,4025
2023-01-01,Alliance Air,151400.0,66.01,86793.046,57292.112,3729
2023-02-01,Alliance Air,133815.0,64.932,80008.0,51951.0,3310
2023-03-01,Alliance Air,133282.0,65.541,79702.601,52237.822,3548
2023-04-01,Alliance Air,141648.0,69.291,81080.621,56181.265,3392
2023-05-01,Alliance Air,184966.0,80.282,92250.479,74060.872,3708
2023-06-01,Alliance Air,144033.0,73.474,79738.924,58587.737,3165
2023-07-01,Alliance Air,123706.0,68.269,74161.581,50629.716,2956
2023-08-01,Alliance Air,124526.0,69.963,72269.417,50562.014,2906
2023-09-01,Alliance Air,119632.0,68.605,70317.919,48241.523,2880
2023-10-01,Alliance Air,129759.0,71.724,74085.689,53137.492,2973
2023-11-01,Alliance Air,123592.0,72.984,68511.677,50002.641,2759
2023-12-01,Alliance Air,130927.0,77.043,69571.362,53599.753,2804
2024-01-01,Alliance Air,132650.0,80.115,66318.095,53130.559,2712
2024-02-01,Alliance Air,129279.0,79.063,64966.573,51364.544,2664
2024-03-01,Alliance Air,140154.0,78.093,71425.846,55778.509,2968
2024-04-01,Alliance Air,127836.0,79.053,64295.949,50827.804,2708
2024-05-01,Alliance Air,135176.0,79.382,67436.582,53532.269,2837
2024-06-01,Alliance Air,133913.0,78.628,66001.499,51895.878,2869
2024-07-01,Alliance Air,120815.0,75.621,62341.487,47143.066,2640
2024-08-01,Alliance Air,115010.0,73.315,60430.431,44304.528,2581
2024-09-01,Alliance Air,101886.0,73.114,52826.797,38623.908,2302
2024-10-01,Alliance Air,98107.0,73.864,51188.048,37809.35,2264
2024-11-01,Alliance Air,96860.0,74.462,52284.783,38932.533,2121
2024-12-01,Alliance Air,99952.0,77.685,52226.36,40571.823,2069
2025-01-01,Alliance Air,90895.0,77.64,49509.391,38440.168,1953
2025-02-01,Alliance Air,85992.0,83.03,46649.685,38733.658,1710
2025-03-01,Alliance Air,77945.0,75.91,42326.896,32129.95,1697
2025-04-01,Alliance Air,75957.0,75.81,39734.389,30123.064,1637
2025-05-01,Alliance Air,62159.0,73.96,34260.793,25337.841,1420
2025-06-01,Alliance Air,66355.0,67.91,39831.44,27047.685,1630
2025-07-01,Alliance Air,46012.0,62.74,31630.296,19844.949,1254
2025-08-01,Alliance Air,37473.0,68.72,23927.297,16441.751,966
2025-09-01,Alliance Air,43562.0,66.87,26784.424,17909.504,1094
2025-10-01,Alliance Air,29206.0,68.25,17489.725,11936.501,701
2025-11-01,Alliance Air,57557.0,63.71,37243.837,23728.087,1415
2025-12-01,Alliance Air,57030.0,71.02,34576.143,24556.386,1276
2026-01-01,Alliance Air,57459.0,64.77,37442.125,24249.432,1378
2026-02-01,Alliance Air,53796.0,65.83,34209.064,22518.46,1309
2026-03-01,Alliance Air,45672.0,60.64,32604.696,19769.918,1214
2026-04-01,Alliance Air,42677.0,61.15,29836.52,18243.581,1156
2026-05-01,Alliance Air,50348.0,61.2,34227.084,20946.758,1400
2026-06-01,Alliance Air,50896.0,61.74,33714.335,20816.385,1417
2026-07-01,Alliance Air,50078.0,59.51,34940.056,20792.337,1409
2016-01-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,455
2016-02-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,479
2016-03-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,507
2016-04-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,482
2016-05-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,503
2016-06-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,515
2016-07-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,506
2016-08-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,541
2016-09-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,520
2016-10-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,608
2016-11-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,496
2016-12-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,562
2017-01-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,524
2017-02-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,495
2017-03-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,505
2017-04-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,474
2017-05-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,506
2017-06-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,502
2017-07-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,498
2017-08-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,500
2017-09-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,541
2017-10-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,500
2017-11-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,508
2017-12-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,506
2018-01-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,506
2018-02-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,478
2018-03-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,501
2018-04-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,472
2018-05-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,497
2018-06-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,509
2018-07-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,497
2018-08-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,496
2018-09-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,466
2018-10-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,539
2018-11-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,479
2018-12-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,488
2019-01-01,Blue Dart Aviation,0.0,,0.0,0.0,467
2019-02-01,Blue Dart Aviation,0.0,,0.0,0.0,432
2019-03-01,Blue Dart Aviation,0.0,,0.0,0.0,464
2019-04-01,Blue Dart Aviation,0.0,,0.0,0.0,468
2019-05-01,Blue Dart Aviation,0.0,,0.0,0.0,485
2019-06-01,Blue Dart Aviation,0.0,,0.0,0.0,467
2019-07-01,Blue Dart Aviation,0.0,,0.0,0.0,517
2019-08-01,Blue Dart Aviation,0.0,,0.0,0.0,488
2019-09-01,Blue Dart Aviation,0.0,,0.0,0.0,445
2019-10-01,Blue Dart Aviation,0.0,,0.0,0.0,454
2019-11-01,Blue Dart Aviation,0.0,,0.0,0.0,454
2019-12-01,Blue Dart Aviation,0.0,,0.0,0.0,487
2020-01-01,Blue Dart Aviation,,,,,477
2020-02-01,Blue Dart Aviation,,,,,452
2020-03-01,Blue Dart Aviation,,,,,354
2020-04-01,Blue Dart Aviation,,,,,188
2020-05-01,Blue Dart Aviation,,,,,285
2020-06-01,Blue Dart Aviation,,,,,460
2020-07-01,Blue Dart Aviation,,,,,478
2020-08-01,Blue Dart Aviation,,,,,456
2020-09-01,Blue Dart Aviation,,,,,491
2020-10-01,Blue Dart Aviation,,,,,471
2020-11-01,Blue Dart Aviation,,,,,447
2020-12-01,Blue Dart Aviation,,,,,517
2021-01-01,Blue Dart Aviation,,,,,440
2021-02-01,Blue Dart Aviation,,,,,424
2021-03-01,Blue Dart Aviation,,,,,460
2021-04-01,Blue Dart Aviation,,,,,473
2021-05-01,Blue Dart Aviation,,,,,455
2021-06-01,Blue Dart Aviation,,,,,492
2021-07-01,Blue Dart Aviation,,,,,498
2021-08-01,Blue Dart Aviation,,,,,491
2021-09-01,Blue Dart Aviation,,,,,476
2021-10-01,Blue Dart Aviation,,,,,473
2021-11-01,Blue Dart Aviation,,,,,452
2021-12-01,Blue Dart Aviation,,,,,516
2022-01-01,Blue Dart Aviation,,,,,444
2022-02-01,Blue Dart Aviation,,,,,424
2022-03-01,Blue Dart Aviation,,,,,469
2022-04-01,Blue Dart Aviation,,,,,478
2022-05-01,Blue Dart Aviation,,,,,531
2022-06-01,Blue Dart Aviation,,,,,523
2022-07-01,Blue Dart Aviation,,,,,477
2022-08-01,Blue Dart Aviation,,,,,442
2022-09-01,Blue Dart Aviation,,,,,473
2022-10-01,Blue Dart Aviation,,,,,449
2022-11-01,Blue Dart Aviation,,,,,486
2022-12-01,Blue Dart Aviation,,,,,515
2023-01-01,Blue Dart Aviation,,,,,468
2023-02-01,Blue Dart Aviation,,,,,456
2023-03-01,Blue Dart Aviation,,,,,508
2023-04-01,Blue Dart Aviation,,,,,485
2023-05-01,Blue Dart Aviation,,,,,465
2023-06-01,Blue Dart Aviation,,,,,477
2023-07-01,Blue Dart Aviation,,,,,501
2023-08-01,Blue Dart Aviation,,,,,522
2023-09-01,Blue Dart Aviation,,,,,479
2023-10-01,Blue Dart Aviation,,,,,492
2023-11-01,Blue Dart Aviation,,,,,567
2023-12-01,Blue Dart Aviation,,,,,529
2024-01-01,Blue Dart Aviation,,,,,497
2024-02-01,Blue Dart Aviation,,,,,581
2024-03-01,Blue Dart Aviation,,,,,618
2024-04-01,Blue Dart Aviation,0.0,,0.0,0.0,601
2024-05-01,Blue Dart Aviation,0.0,,0.0,0.0,644
2024-06-01,Blue Dart Aviation,0.0,,,,640
2024-07-01,Blue Dart Aviation,,,,,610
2024-08-01,Blue Dart Aviation,,,,,627
2024-09-01,Blue Dart Aviation,,,,,526
2024-10-01,Blue Dart Aviation,,,,,589
2024-11-01,Blue Dart Aviation,0.0,,,,581
2024-12-01,Blue Dart Aviation,,,,,653
2025-01-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,647
2025-02-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,591
2025-03-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,596
2025-04-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,616
2025-05-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,650
2025-06-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,611
2025-07-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,594
2025-08-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,582
2025-09-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,605
2025-10-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,569
2025-11-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,580
2025-12-01,Blue Dart Aviation,0.0,0.0,0.0,0.0,576
2026-01-01,Blue Dart Aviation,0.0,,0.0,0.0,566
2026-02-01,Blue Dart Aviation,0.0,,0.0,0.0,572
2026-03-01,Blue Dart Aviation,0.0,,0.0,0.0,610
2026-04-01,Blue Dart Aviation,0.0,,0.0,0.0,556
2026-05-01,Blue Dart Aviation,0.0,,0.0,0.0,551
2026-06-01,Blue Dart Aviation,0.0,,0.0,0.0,475
2026-07-01,Blue Dart Aviation,0.0,,0.0,0.0,553
2024-03-01,Fly91,1351.0,49.689,1395.66,693.496,38
2024-04-01,Fly91,4454.0,52.633,4495.208,2365.946,130
2024-05-01,Fly91,9474.0,69.785,7292.292,5088.936,225
2024-06-01,Fly91,9736.0,51.915,9626.96,4997.806,263
2024-07-01,Fly91,10200.0,58.85,8961.77,5274.014,276
2024-08-01,Fly91,14846.0,58.882,12759.128,7512.835,388
2024-09-01,Fly91,15537.0,62.633,12248.972,7671.88,374
2024-10-01,Fly91,17042.0,68.086,12410.42,8449.77,381
2024-11-01,Fly91,20308.0,73.791,12656.42,9339.36,389
2024-12-01,Fly91,24230.0,82.745,13398.442,11086.546,431
2025-01-01,Fly91,20612.0,81.99,11659.648,9559.912,373
2025-02-01,Fly91,11757.0,82.95,6604.64,5478.35,210
2025-03-01,Fly91,12327.0,76.41,7354.046,5619.356,242
2025-04-01,Fly91,20369.0,82.62,11205.178,9258.037,392
2025-05-01,Fly91,24385.0,87.58,12422.55,10879.2,434
2025-06-01,Fly91,22196.0,71.22,14001.57,9971.341,484
2025-07-01,Fly91,24901.0,69.98,15801.675,11057.658,544
2025-08-01,Fly91,28438.0,77.25,16193.363,12510.133,563
2025-09-01,Fly91,27367.0,77.96,15744.78,12273.88,530
2025-10-01,Fly91,32953.0,86.11,17183.69,14797.58,576
2025-11-01,Fly91,33600.0,84.49,17927.26,15146.54,583
2025-12-01,Fly91,37111.0,86.08,19590.611,16863.72,631
2026-01-01,Fly91,33186.0,82.84,18195.99,15073.09,588
2026-02-01,Fly91,24785.0,79.85,14375.66,11479.48,467
2026-03-01,Fly91,33059.0,72.89,20598.66,15013.8,679
2026-04-01,Fly91,38616.0,65.67,25229.07,16566.87,845
2026-05-01,Fly91,54496.0,69.28,31626.45,21912.12,1128
2026-06-01,Fly91,56816.0,73.22,30911.0,22632.66,1110
2026-07-01,Fly91,56152.0,74.72,30571.44,22841.66,1060
2021-01-01,Flybig,1717.0,42.951,1809.5,777.2,56
2021-02-01,Flybig,2921.0,50.879,2776.32,1412.57,80
2021-03-01,Flybig,2600.0,40.627,3145.68,1278.0,90
2021-04-01,Flybig,1765.0,34.701,2315.32,803.45,68
2021-05-01,Flybig,1323.0,25.767,1113.69,286.96,54
2021-06-01,Flybig,3253.0,40.557,2213.28,897.64,96
2021-07-01,Flybig,4982.0,45.221,3583.4,1620.46,144
2021-08-01,Flybig,5663.0,47.035,4330.08,2036.66,164
2021-09-01,Flybig,5571.0,43.844,4775.47,2093.76,174
2021-10-01,Flybig,8398.0,64.799,4844.88,3139.44,177
2021-11-01,Flybig,10081.0,60.174,6253.9,3763.2,236
2021-12-01,Flybig,10244.0,61.169,6513.12,3984.02,243
2022-01-01,Flybig,6962.0,43.041,6227.71,2680.46,230
2022-02-01,Flybig,9930.0,54.693,6926.0,3788.01,258
2022-03-01,Flybig,13096.0,50.879,10618.7,5402.71,366
2022-04-01,Flybig,16164.0,55.994,12999.64,7278.98,398
2022-05-01,Flybig,23803.0,62.466,17043.95,10646.63,519
2022-06-01,Flybig,23027.0,54.151,19690.86,10662.795,590
2022-07-01,Flybig,21775.0,46.79,20299.0,9498.0,632
2022-08-01,Flybig,16357.0,49.957,13509.292,6748.87,447
2022-09-01,Flybig,16702.0,54.719,12388.426,6778.77,430
2022-10-01,Flybig,26948.0,67.388,16937.676,11413.9,579
2022-11-01,Flybig,25675.0,68.167,16225.59,11060.54,540
2022-12-01,Flybig,28680.0,70.752,17619.302,12465.956,581
2023-01-01,Flybig,21729.0,56.271,16625.554,9355.4,565
2023-02-01,Flybig,18249.0,56.351,14479.924,8159.599,486
2023-03-01,Flybig,16483.0,60.448,11974.0,7238.0,405
2023-04-01,Flybig,19895.0,62.873,12662.0,7961.0,452
2023-05-01,Flybig,16260.0,52.19,13693.366,7146.601,459
2023-06-01,Flybig,22277.0,58.356,15522.0,9058.0,543
2023-07-01,Flybig,24935.0,59.098,16065.448,9494.36,580
2023-08-01,Flybig,23400.0,58.245,15814.054,9210.82,569
2023-09-01,Flybig,24624.0,72.107,13344.33,9622.26,547
2023-10-01,Flybig,18700.0,72.42,9723.69,7041.92,429
2023-11-01,Flybig,3831.0,67.932,2139.0,1453.07,133
2023-12-01,Flybig,206.0,24.964,247.0,61.66,46
2024-01-01,Flybig,84.0,15.35,165.93,25.47,31
2024-02-01,Flybig,362.0,24.733,469.0,116.0,83
2024-03-01,Flybig,968.0,39.06,621.737,242.848,137
2024-04-01,Flybig,1125.0,33.214,900.999,299.254,198
2024-05-01,Flybig,1605.0,38.027,973.0,370.0,229
2024-06-01,Flybig,1908.0,43.454,1077.0,468.0,244
2024-07-01,Flybig,1011.0,19.528,1229.0,240.0,280
2024-08-01,Flybig,2013.0,35.657,1367.164,487.483,300
2024-09-01,Flybig,1792.0,32.92,1291.0,425.0,283
2024-10-01,Flybig,2037.0,33.171,1368.494,453.938,308
2024-11-01,Flybig,1446.0,35.588,839.895,298.904,200
2024-12-01,Flybig,1137.0,20.883,1289.644,269.312,294
2025-01-01,Flybig,1050.0,22.69,1212.0,275.0,269
2025-02-01,Flybig,707.0,27.15,662.777,179.966,157
2025-03-01,Flybig,1161.0,26.42,1047.147,276.705,229
2025-04-01,Flybig,1415.0,30.25,1140.152,344.864,237
2025-05-01,Flybig,1864.0,28.55,1557.791,444.819,313
2025-06-01,Flybig,1186.0,21.77,1403.416,305.555,269
2025-07-01,Flybig,928.0,19.47,1314.61,255.95,257
2025-08-01,Flybig,990.0,26.77,1039.566,278.25,198
2025-09-01,Flybig,610.0,20.07,938.087,188.295,163
2025-10-01,Flybig,275.0,21.45,512.392,109.921,78
2015-01-01,Go First,552971.0,79.214,674072.0,533961.0,3947
2015-02-01,Go First,534795.0,85.897,604177.0,518968.0,3545
2015-03-01,Go First,550969.0,80.018,665383.0,532427.0,3907
2015-04-01,Go First,574464.0,85.541,643994.0,550878.0,3808
2015-05-01,Go First,612994.0,89.366,667461.0,596484.0,3892
2015-06-01,Go First,572147.0,83.581,653047.0,545826.0,3827
2015-07-01,Go First,566402.0,81.2,651061.0,528659.0,3909
2015-08-01,Go First,549462.0,75.586,668519.0,505306.0,4072
2015-09-01,Go First,579120.0,79.828,670843.0,535519.0,4085
2015-10-01,Go First,594406.0,81.228,693677.0,563459.0,4132
2015-11-01,Go First,602623.0,83.455,681553.0,568787.0,4088
2015-12-01,Go First,639264.0,86.502,697574.0,603414.0,4200
2016-01-01,Go First,618650.0,84.872,689089.0,584844.0,4116
2016-02-01,Go First,595139.0,86.354,649429.0,560809.0,3923
2016-03-01,Go First,655518.0,86.327,719059.0,620742.0,4308
2016-04-01,Go First,676012.0,87.764,730791.0,641370.0,4349
2016-05-01,Go First,700766.0,88.585,756663.0,670288.0,4490
2016-06-01,Go First,663991.0,84.578,724376.0,612664.0,4431
2016-07-01,Go First,716125.0,90.281,736130.0,664584.0,4507
2016-08-01,Go First,674131.0,86.046,723532.0,622573.0,4449
2016-09-01,Go First,686692.0,89.42,707832.0,632943.0,4380
2016-10-01,Go First,688261.0,84.39,772080.0,651560.0,4651
2016-11-01,Go First,719566.0,87.26,769863.0,671781.0,4674
2016-12-01,Go First,780622.0,90.717,811638.0,736296.0,4886
2017-01-01,Go First,788337.0,90.81,809836.0,735410.0,4945
2017-02-01,Go First,749352.0,90.908,754470.0,685872.0,4673
2017-03-01,Go First,802114.0,84.771,874330.0,741179.0,5392
2017-04-01,Go First,739401.0,84.665,807242.0,683452.0,5005
2017-05-01,Go First,863570.0,92.953,879250.0,817288.0,5334
2017-06-01,Go First,805483.0,89.432,858717.0,767968.0,5155
2017-07-01,Go First,741855.0,82.495,853098.0,703764.0,5113
2017-08-01,Go First,775836.0,85.409,875273.0,747563.0,5187
2017-09-01,Go First,808539.0,88.539,874904.0,774630.0,5165
2017-10-01,Go First,924189.0,87.629,1013393.0,888031.0,5930
2017-11-01,Go First,933709.0,89.989,977879.0,879987.0,5819
2017-12-01,Go First,1080481.0,92.003,1119124.0,1029625.0,6601
2018-01-01,Go First,1095127.0,90.031,1145620.0,1031414.0,6829
2018-02-01,Go First,1020977.0,90.392,1066358.0,963904.0,6357
2018-03-01,Go First,1039974.0,87.996,1133354.9,997302.6,6641
2018-04-01,Go First,1009963.0,89.522,1088873.7,974781.9,6349
2018-05-01,Go First,1034197.0,89.159,1127621.3,1005378.7,6542
2018-06-01,Go First,1054793.0,88.584,1159408.61,1027052.997,6663
2018-07-01,Go First,1026758.0,87.185,1149476.3,1002176.5,6537
2018-08-01,Go First,1014015.0,84.609,1172612.38,992139.22,6687
2018-09-01,Go First,989309.0,90.59,1059735.798,960011.867,6086
2018-10-01,Go First,1047651.0,84.101,1211954.956,1019261.21,6902
2018-11-01,Go First,1019398.0,87.579,1150762.452,1007827.395,6502
2018-12-01,Go First,1111770.0,88.506,1231631.976,1090067.199,6853
2019-01-01,Go First,1087717.0,87.386,1213805.9,1060701.668,6813
2019-02-01,Go First,1026676.0,92.554,1079898.144,999484.096,6037
2019-03-01,Go First,1148587.0,91.386,1219774.416,1114700.284,6862
2019-04-01,Go First,1190386.0,90.832,1257984.438,1142651.091,7143
2019-05-01,Go First,1355072.0,93.311,1397329.0,1303857.818,8119
2019-06-01,Go First,1330396.0,94.039,1360279.32,1279195.672,7889
2019-07-01,Go First,1325734.0,90.375,1404277.57,1269121.517,8192
2019-08-01,Go First,1390927.0,87.507,1498860.668,1311612.309,8868
2019-09-01,Go First,1326836.0,86.698,1441754.002,1249974.988,8494
