date,airline,pax,plf,seat_km,pax_km,aircraft
2019-10-01,Go First,1378207.0,83.11,1551113.0,1289128.0,9186
2019-11-01,Go First,1422119.0,92.659,1459429.45,1352293.297,8561
2019-12-01,Go First,1332368.0,89.668,1408237.09,1262740.787,8267
2020-01-01,Go First,1247479.0,88.69,1343764.716,1191784.32,7846
2020-02-01,Go First,1231507.0,90.517,1279530.596,1158190.743,7639
2020-03-01,Go First,767558.0,78.924,923735.886,729052.525,5453
2020-07-01,Go First,79358.0,50.461,163961.79,82736.712,833
2020-08-01,Go First,132779.0,61.04,228143.136,139257.664,1216
2020-09-01,Go First,263659.0,57.637,474960.048,273752.763,2548
2020-10-01,Go First,395061.0,61.79,660477.048,408108.549,3425
2020-11-01,Go First,577339.0,70.757,829618.338,587011.683,4428
2020-12-01,Go First,654539.0,66.259,976744.272,647184.488,5349
2021-01-01,Go First,633787.0,64.883,955362.276,619864.761,5323
2021-02-01,Go First,581273.0,76.511,735783.24,562958.335,4143
2021-03-01,Go First,611956.0,71.545,823979.121,589514.952,4709
2021-04-01,Go First,547137.0,65.661,818721.751,537578.093,4579
2021-05-01,Go First,138417.0,63.342,196951.756,124752.207,1220
2021-06-01,Go First,258368.0,70.933,331758.741,235326.108,2004
2021-07-01,Go First,342014.0,67.15,443852.476,298046.222,2792
2021-08-01,Go First,457959.0,67.604,615195.267,415897.514,3709
2021-09-01,Go First,579872.0,74.047,712498.074,527580.77,4326
2021-10-01,Go First,883763.0,75.354,1106509.912,833800.578,6451
2021-11-01,Go First,1155939.0,78.238,1408278.833,1101805.331,8086
2021-12-01,Go First,1193076.0,78.991,1431800.332,1130994.365,8332
2022-01-01,Go First,635493.0,66.722,904894.858,603763.254,5239
2022-02-01,Go First,734220.0,86.961,824144.851,716681.981,4630
2022-03-01,Go First,1044026.0,81.358,1245242.297,1013105.997,6981
2022-04-01,Go First,1108977.0,80.263,1343791.069,1078573.011,7594
2022-05-01,Go First,1276216.0,86.504,1431684.404,1238458.961,8114
2022-06-01,Go First,998773.0,78.712,1223956.284,963404.879,7023
2022-07-01,Go First,795237.0,76.517,999119.767,764495.075,5779
2022-08-01,Go First,870277.0,81.641,1031949.97,842497.374,5875
2022-09-01,Go First,814678.0,83.214,946834.167,787899.768,5323
2022-10-01,Go First,802322.0,86.716,914915.576,793379.151,5042
2022-11-01,Go First,870316.0,91.319,922589.442,842496.028,5140
2022-12-01,Go First,951235.0,92.629,1001277.138,927474.194,5549
2023-01-01,Go First,1052822.0,90.901,1119068.004,1017247.476,6242
2023-02-01,Go First,963373.0,93.068,994899.846,925930.793,5619
2023-03-01,Go First,894655.0,90.165,950227.0,856771.0,5392
2023-04-01,Go First,828780.0,91.163,867044.0,790426.0,4911
2023-05-01,Go First,48296.0,92.409,49465.0,45710.0,284
2015-01-01,IndiGo,2276404.0,85.162,2793463.0,2378975.0,16280
2015-02-01,IndiGo,2230645.0,88.032,2626290.0,2311979.0,15285
2015-03-01,IndiGo,2286128.0,77.006,3028942.0,2332457.0,17661
2015-04-01,IndiGo,2481285.0,85.694,2966289.0,2541928.0,17508
2015-05-01,IndiGo,2769283.0,91.866,3093332.0,2841729.0,18477
2015-06-01,IndiGo,2536554.0,86.646,3004343.0,2603141.0,17808
2015-07-01,IndiGo,2416916.0,78.439,3148955.0,2470014.0,18471
2015-08-01,IndiGo,2384943.0,76.84,3163792.0,2431071.0,18510
2015-09-01,IndiGo,2430449.0,79.415,3134197.0,2489033.0,18402
2015-10-01,IndiGo,2589861.0,82.441,3264626.0,2691402.0,19105
2015-11-01,IndiGo,2597765.0,83.925,3197233.0,2683285.0,18710
2015-12-01,IndiGo,2743325.0,88.493,3204462.0,2835728.0,18677
2016-01-01,IndiGo,2725711.0,84.659,3328760.0,2818080.0,19350
2016-02-01,IndiGo,2754131.0,86.047,3281993.0,2824045.0,19056
2016-03-01,IndiGo,3023228.0,85.118,3626104.0,3086455.0,21267
2016-04-01,IndiGo,3066556.0,85.832,3660008.0,3141475.0,21328
2016-05-01,IndiGo,3336839.0,87.237,3907259.0,3408589.0,22781
2016-06-01,IndiGo,3023081.0,77.853,3967035.0,3088436.0,23025
2016-07-01,IndiGo,3383768.0,83.592,4086542.0,3416019.0,23869
2016-08-01,IndiGo,3341081.0,82.11,4045142.0,3321459.0,23650
2016-09-01,IndiGo,3295826.0,82.052,3991989.0,3275496.0,23382
2016-10-01,IndiGo,3692828.0,84.897,4365398.0,3706073.0,25461
2016-11-01,IndiGo,3772583.0,87.947,4328764.0,3807017.0,25084
2016-12-01,IndiGo,3848322.0,91.405,4259237.0,3893161.0,24822
2017-01-01,IndiGo,3809228.0,90.006,4282923.0,3854899.0,24948
2017-02-01,IndiGo,3418605.0,87.664,3914438.0,3431547.0,22935
2017-03-01,IndiGo,3611371.0,81.583,4403676.0,3592642.0,25996
2017-04-01,IndiGo,3778780.0,86.909,4286527.0,3725376.0,25648
2017-05-01,IndiGo,4190914.0,91.145,4539124.0,4137195.0,27058
2017-06-01,IndiGo,3825814.0,87.815,4314039.0,3788390.0,25778
2017-07-01,IndiGo,3699451.0,83.657,4325745.0,3618780.0,25941
2017-08-01,IndiGo,3678245.0,83.555,4302678.0,3595123.0,25543
2017-09-01,IndiGo,3664509.0,85.173,4223666.0,3597420.0,25114
2017-10-01,IndiGo,4133027.0,87.324,4640884.0,4052585.0,27562
2017-11-01,IndiGo,4131844.0,90.679,4455457.0,4040152.0,26545
2017-12-01,IndiGo,4430070.0,90.79,4794370.0,4352831.0,28741
2018-01-01,IndiGo,4556904.0,89.683,4924840.0,4416727.0,30101
2018-02-01,IndiGo,4290189.0,91.789,4517438.0,4146528.0,27700
2018-03-01,IndiGo,4576236.0,89.046,4973298.0,4428533.0,30502
2018-04-01,IndiGo,4579916.0,91.919,4809221.0,4420575.0,29818
2018-05-01,IndiGo,4852909.0,90.968,5141930.0,4677509.0,32110
2018-06-01,IndiGo,4672686.0,88.313,5170011.0,4565770.0,31979
2018-07-01,IndiGo,5002416.0,88.334,5438722.0,4804228.0,33767
2018-08-01,IndiGo,4757378.0,82.846,5565617.0,4610890.0,34409
2018-09-01,IndiGo,4920335.0,82.703,5747320.0,4753181.0,35602
2018-10-01,IndiGo,5074853.0,83.106,6014907.0,4998733.0,37403
2018-11-01,IndiGo,5005919.0,84.855,5794474.0,4916916.0,36011
2018-12-01,IndiGo,5478523.0,88.925,6101125.0,5425426.0,37305
2019-01-01,IndiGo,5321832.0,86.441,6111639.0,5282940.0,37199
2019-02-01,IndiGo,4930608.0,88.409,5475814.0,4841086.0,33596
2019-03-01,IndiGo,5440796.0,85.95,6272727.0,5391425.0,38220
2019-04-01,IndiGo,5481088.0,87.771,6151697.0,5399413.0,37911
2019-05-01,IndiGo,5979551.0,90.91,6458545.0,5871438.0,39934
2019-06-01,IndiGo,5778376.0,90.092,6281020.0,5658684.0,38698
2019-07-01,IndiGo,5693448.0,86.161,6302625.0,5430427.0,39883
2019-08-01,IndiGo,5540693.0,84.319,6259585.0,5278012.0,39636
2019-09-01,IndiGo,5559031.0,86.456,6115257.0,5287003.0,39058
2019-10-01,IndiGo,5842318.0,85.123,6592745.0,5611952.0,41763
2019-11-01,IndiGo,6151347.0,91.417,6414008.0,5863493.0,40949
2019-12-01,IndiGo,6188457.0,90.102,6537502.0,5890402.0,42086
2020-01-01,IndiGo,6119924.0,87.79,6594144.0,5789000.0,42555
2020-02-01,IndiGo,5931189.0,88.317,6358872.0,5615979.0,41162
2020-03-01,IndiGo,3793464.0,73.426,4985152.0,3660382.0,32233
2020-05-01,IndiGo,142254.0,52.562,268985.0,141383.0,1575
2020-06-01,IndiGo,1046836.0,60.681,1711028.0,1038263.0,10341
2020-07-01,IndiGo,1272240.0,60.185,2060464.0,1240088.0,13094
2020-08-01,IndiGo,1681787.0,65.615,2490194.0,1633951.0,15897
2020-09-01,IndiGo,2265539.0,65.392,3415497.0,2233475.0,21063
2020-10-01,IndiGo,2926835.0,68.18,4137233.0,2820750.0,24853
2020-11-01,IndiGo,3423059.0,73.973,4435096.0,3280792.0,26786
2020-12-01,IndiGo,3951522.0,71.501,5270175.0,3768240.0,31847
2021-01-01,IndiGo,4202712.0,69.32,5746935.0,3983767.0,34461
2021-02-01,IndiGo,4238466.0,74.369,5431221.0,4039127.0,32690
2021-03-01,IndiGo,4184920.0,66.402,6081170.0,4038028.0,36601
2021-04-01,IndiGo,3083318.0,58.686,5208190.0,3056489.0,31374
2021-05-01,IndiGo,1168738.0,51.189,2281799.0,1168028.0,14121
2021-06-01,IndiGo,1701955.0,62.697,2563714.0,1607361.0,16688
2021-07-01,IndiGo,2932469.0,66.221,4178445.0,2766997.0,26210
2021-08-01,IndiGo,3816286.0,74.015,4796093.0,3549811.0,30288
2021-09-01,IndiGo,3958375.0,73.575,4986115.0,3668544.0,32082
2021-10-01,IndiGo,4807415.0,77.953,5792852.0,4515676.0,36567
2021-11-01,IndiGo,5706021.0,80.479,6657154.0,5357596.0,41846
2021-12-01,IndiGo,6140654.0,80.192,7195573.0,5770309.0,44893
2022-01-01,IndiGo,3556558.0,66.563,5063752.0,3370607.0,32470
2022-02-01,IndiGo,3950597.0,85.196,4345931.0,3702539.0,27191
2022-03-01,IndiGo,5783838.0,80.96,6667040.0,5397618.0,41982
2022-04-01,IndiGo,5957411.0,79.692,7108985.0,5665270.0,43927
2022-05-01,IndiGo,6376429.0,81.802,7427863.0,6076111.0,45450
2022-06-01,IndiGo,5982787.0,78.58,7234539.0,5684887.0,44205
2022-07-01,IndiGo,5711288.0,77.676,6955302.0,5402584.0,43029
2022-08-01,IndiGo,5832025.0,78.272,6926748.0,5421725.0,43171
2022-09-01,IndiGo,5972449.0,81.397,6800011.0,5535026.0,42458
2022-10-01,IndiGo,6471441.0,82.071,7464328.0,6126040.0,45536
2022-11-01,IndiGo,6500903.0,86.852,7039907.0,6114319.0,43379
2022-12-01,IndiGo,6997472.0,87.467,7553711.0,6606991.0,46194
2023-01-01,IndiGo,6847384.0,82.013,7832254.0,6423447.0,47977
2023-02-01,IndiGo,6741948.0,86.522,7336614.0,6347814.0,44905
2023-03-01,IndiGo,7317288.0,84.023,8215681.0,6903032.0,50389
2023-04-01,IndiGo,7406440.0,87.412,8005648.0,6997867.0,48752
2023-05-01,IndiGo,8109626.0,91.489,8375201.0,7662400.0,50956
2023-06-01,IndiGo,7893296.0,90.883,8254272.0,7501735.0,49989
2023-07-01,IndiGo,7674890.0,83.65,8577184.0,7174855.0,52127
2023-08-01,IndiGo,7867259.0,83.593,8768287.0,7329671.0,53021
2023-09-01,IndiGo,7769790.0,84.699,8587877.0,7273812.0,51992
2023-10-01,IndiGo,7907253.0,83.295,9033506.0,7524483.0,54616
2023-11-01,IndiGo,7876294.0,85.634,8686021.0,7438226.0,52764
2023-12-01,IndiGo,8526055.0,90.665,8913277.0,8081248.0,53881
2024-01-01,IndiGo,7908647.0,88.35,8333257.0,7362463.0,50923
2024-02-01,IndiGo,7602018.0,88.064,8111327.0,7143171.0,50244
2024-03-01,IndiGo,8085844.0,84.934,8965879.0,7615079.0,55119
2024-04-01,IndiGo,7999788.0,86.573,8711380.0,7541735.0,53477
2024-05-01,IndiGo,8504042.0,88.435,8986414.0,7947119.0,55381
2024-06-01,IndiGo,8029628.0,86.987,8635615.0,7511825.0,53313
2024-07-01,IndiGo,8046505.0,84.612,8898194.0,7528951.0,54709
2024-08-01,IndiGo,8190413.0,82.329,9231126.0,7599936.0,56433
2024-09-01,IndiGo,8211792.0,82.6,9230396.0,7624336.0,56012
2024-10-01,IndiGo,8640128.0,82.257,9882735.0,8129253.0,59156
2024-11-01,IndiGo,9069728.0,90.333,9512296.0,8592770.0,56776
2024-12-01,IndiGo,9615322.0,90.649,10053140.0,9113052.0,59546
2025-01-01,IndiGo,9614311.0,89.78,10164452.0,9125277.0,60152
2025-02-01,IndiGo,9015997.0,91.67,9315125.0,8538835.0,55405
2025-03-01,IndiGo,9309423.0,84.61,10399246.0,8798393.0,61957
2025-04-01,IndiGo,9171560.0,86.93,9942178.0,8642291.0,59213
2025-05-01,IndiGo,9079585.0,85.07,10016892.0,8521422.0,59442
2025-06-01,IndiGo,8773638.0,85.45,9665660.0,8259122.0,57412
2025-07-01,IndiGo,8215364.0,84.11,9054911.0,7615736.0,53936
2025-08-01,IndiGo,8314039.0,84.6,9112809.0,7709340.0,53778
2025-09-01,IndiGo,8127404.0,81.51,9297544.0,7578261.0,54587
2025-10-01,IndiGo,9195792.0,82.39,10562484.0,8702094.0,61364
2025-11-01,IndiGo,9692717.0,88.71,10391122.0,9218088.0,59566
2025-12-01,IndiGo,8522591.0,88.14,9311861.0,8207875.0,53238
2026-01-01,IndiGo,9704113.0,87.67,10501553.0,9207043.0,58905
2026-02-01,IndiGo,8870677.0,89.61,9444818.0,8463891.0,53451
2026-03-01,IndiGo,9118668.0,83.47,10483236.0,8750157.0,59494
2026-04-01,IndiGo,8978789.0,82.71,10439820.0,8635297.0,59264
2026-05-01,IndiGo,9991048.0,86.42,11112753.0,9603478.0,62993
2026-06-01,IndiGo,8920012.0,85.14,9984689.0,8501118.0,56588
2026-07-01,IndiGo,8081825.0,82.44,9218918.0,7600417.0,52259
2022-10-01,India One Air,17.0,94.444,6.768,6.392,2
2022-11-01,India One Air,644.0,91.669,190.44,174.575,80
2022-12-01,India One Air,472.0,91.773,142.83,131.08,60
2023-01-01,India One Air,989.0,91.381,295.074,269.641,124
2023-02-01,India One Air,1632.0,83.406,538.011,448.735,221
2023-03-01,India One Air,1780.0,80.674,664.533,536.104,254
2023-04-01,India One Air,1938.0,84.2,654.462,551.054,260
2023-05-01,India One Air,1434.0,84.204,471.429,396.961,192
2023-06-01,India One Air,1376.0,78.029,488.367,381.066,203
2023-07-01,India One Air,783.0,73.47,289.053,212.368,121
2023-08-01,India One Air,1174.0,75.41,428.958,323.476,179
2023-09-01,India One Air,1511.0,81.009,531.468,430.538,213
2023-10-01,India One Air,1813.0,79.069,677.718,535.865,260
2023-11-01,India One Air,2523.0,85.063,900.234,765.768,336
2023-12-01,India One Air,2588.0,89.024,886.905,789.555,330
2024-01-01,India One Air,2411.0,85.502,859.167,734.601,322
2024-02-01,India One Air,2269.0,85.956,813.97,699.66,304
2024-03-01,India One Air,2620.0,86.029,944.442,812.498,352
2024-04-01,India One Air,2043.0,83.021,766.58,636.42,284
2024-05-01,India One Air,2210.0,80.526,860.964,693.301,321
2024-06-01,India One Air,1852.0,80.14,746.901,598.567,272
2024-07-01,India One Air,1669.0,72.701,739.8,537.841,264
2024-08-01,India One Air,2143.0,72.111,933.543,673.19,348
2024-09-01,India One Air,2263.0,74.332,968.148,719.646,358
2024-10-01,India One Air,2124.0,76.255,896.796,683.854,326
2024-11-01,India One Air,2607.0,83.029,983.736,816.785,367
2024-12-01,India One Air,3131.0,87.074,1145.007,996.998,412
2025-01-01,India One Air,2860.0,81.11,1135.089,920.63,416
2025-02-01,India One Air,2721.0,82.86,1041.615,863.061,382
2025-03-01,India One Air,2992.0,82.0,1166.625,956.669,428
2025-04-01,India One Air,2886.0,81.17,1120.41,909.448,414
2025-05-01,India One Air,2947.0,81.05,1179.126,955.723,423
2025-06-01,India One Air,2819.0,74.67,1215.594,907.665,446
2025-07-01,India One Air,2321.0,60.41,1240.794,749.586,457
2025-08-01,India One Air,2519.0,69.55,1182.879,822.74,426
2025-09-01,India One Air,2753.0,72.82,1208.124,879.71,442
2025-10-01,India One Air,2702.0,82.32,1085.094,893.294,376
2025-11-01,India One Air,3070.0,83.12,1167.282,970.222,424
2025-12-01,India One Air,3308.0,84.01,1204.875,1012.272,457
2026-01-01,India One Air,1573.0,69.45,751.185,521.73,263
2026-02-01,India One Air,1591.0,53.04,957.033,507.656,354
2026-03-01,India One Air,1750.0,51.11,1091.826,557.99,403
2026-04-01,India One Air,1687.0,51.99,1037.142,539.168,383
2026-05-01,India One Air,1835.0,53.52,1093.752,585.408,406
2026-06-01,India One Air,1802.0,59.42,947.808,563.184,351
2026-07-01,India One Air,1386.0,44.02,1010.628,444.864,367
2015-01-01,Jet Airways,1221962.0,86.96,1178518.0,1024836.0,11179
2015-02-01,Jet Airways,1186492.0,89.509,1111317.0,994733.0,10598
2015-03-01,Jet Airways,1296682.0,86.576,1258799.0,1089823.0,11926
2015-04-01,Jet Airways,1283278.0,81.962,1329659.0,1089818.0,12286
2015-05-01,Jet Airways,1296787.0,81.169,1381548.0,1121388.0,12800
2015-06-01,Jet Airways,1206583.0,77.684,1344503.0,1044457.0,12410
2015-07-01,Jet Airways,1329409.0,81.018,1393270.0,1128803.0,12878
2015-08-01,Jet Airways,1333154.0,80.797,1402507.0,1133189.0,12938
2015-09-01,Jet Airways,1272577.0,77.879,1377776.0,1072992.0,12646
2015-10-01,Jet Airways,1316959.0,77.072,1470695.0,1133496.0,13264
2015-11-01,Jet Airways,1355202.0,80.595,1473476.0,1187543.0,12995
2015-12-01,Jet Airways,1393452.0,83.707,1464766.0,1226114.0,12595
2016-01-01,Jet Airways,1426254.0,82.496,1521970.0,1255562.0,13044
2016-02-01,Jet Airways,1366421.0,83.04,1430031.0,1187499.0,12438
2016-03-01,Jet Airways,1381232.0,79.151,1516542.0,1200354.0,13293
2016-04-01,Jet Airways,1255053.0,78.476,1412683.0,1108620.0,12302
2016-05-01,Jet Airways,1387661.0,82.615,1489645.0,1230675.0,12812
2016-06-01,Jet Airways,1290114.0,79.079,1422843.0,1125175.0,12342
2016-07-01,Jet Airways,1385366.0,83.827,1421765.0,1191830.0,12659
2016-08-01,Jet Airways,1365257.0,81.714,1425780.0,1165058.0,12697
2016-09-01,Jet Airways,1326741.0,79.928,1409126.0,1126285.0,12545
2016-10-01,Jet Airways,1265690.0,75.502,1448497.0,1093649.0,12773
2016-11-01,Jet Airways,1327494.0,80.353,1460919.0,1173892.0,12318
2016-12-01,Jet Airways,1449939.0,86.049,1516898.0,1305273.0,12662
2017-01-01,Jet Airways,1476032.0,86.825,1538596.0,1335886.0,12661
2017-02-01,Jet Airways,1358382.0,86.888,1416940.0,1231148.0,11475
2017-03-01,Jet Airways,1388369.0,79.791,1573746.0,1255713.0,12772
2017-04-01,Jet Airways,1380986.0,82.784,1537893.0,1273122.0,12283
2017-05-01,Jet Airways,1541722.0,85.272,1689344.0,1440543.0,13359
2017-06-01,Jet Airways,1449797.0,80.986,1650918.0,1337018.0,13102
2017-07-01,Jet Airways,1503844.0,80.195,1692776.0,1357514.0,13595
2017-08-01,Jet Airways,1522338.0,80.726,1685080.0,1360306.0,13602
2017-09-01,Jet Airways,1459934.0,80.16,1663661.0,1333583.0,13307
2017-10-01,Jet Airways,1571142.0,80.529,1779972.0,1433400.0,14047
2017-11-01,Jet Airways,1578170.0,87.324,1673486.0,1461348.0,13122
2017-12-01,Jet Airways,1617784.0,88.514,1718840.0,1521413.0,13375
2018-01-01,Jet Airways,1629327.0,88.761,1709402.0,1517279.0,13163
2018-02-01,Jet Airways,1562820.0,90.456,1611621.0,1457811.0,12456
2018-03-01,Jet Airways,1732912.0,86.206,1847404.9,1592578.9,14330
2018-04-01,Jet Airways,1683573.0,85.629,1836103.9,1572237.9,14001
2018-05-01,Jet Airways,1618129.0,80.366,1888414.5,1517637.0,14328
2018-06-01,Jet Airways,1502783.0,79.463,1775722.8,1411035.5,13543
2018-07-01,Jet Airways,1565793.0,83.875,1757072.8,1473747.6,12697
2018-08-01,Jet Airways,1552418.0,81.985,1781954.03,1460931.2,13005
2018-09-01,Jet Airways,1604196.0,84.903,1770160.717,1502921.719,12706
2018-10-01,Jet Airways,1562304.0,81.609,1826589.05,1490663.53,13078
2018-11-01,Jet Airways,1477384.0,82.116,1732194.202,1422400.902,12086
2018-12-01,Jet Airways,1537426.0,87.03,1691358.79,1471987.26,11741
2019-01-01,Jet Airways,1481560.0,86.151,1635306.63,1408836.7,11388
2019-02-01,Jet Airways,1129751.0,89.393,1185870.996,1060084.925,8312
2019-03-01,Jet Airways,529832.0,86.672,563220.533,488152.561,4442
2019-04-01,Jet Airways,86256.0,76.318,89093.702,67994.306,1086
2019-05-01,Jet Airways,0.0,0.0,0.0,0.0,0
2019-06-01,Jet Airways,0.0,0.0,0.0,0.0,0
2015-01-01,JetLite,277588.0,87.367,248087.0,216745.0,2152
2015-02-01,JetLite,272590.0,89.673,233236.0,209149.0,2057
2015-03-01,JetLite,294766.0,87.763,257941.0,226377.0,2279
2015-04-01,JetLite,229057.0,81.883,248763.0,203694.0,1972
2015-05-01,JetLite,225116.0,79.392,260312.0,206667.0,2012
2015-06-01,JetLite,186556.0,78.099,220999.0,172598.0,1724
2015-07-01,JetLite,201874.0,80.06,234814.0,187992.0,1800
2015-08-01,JetLite,204803.0,78.744,240826.0,189635.0,1830
2015-09-01,JetLite,184198.0,74.936,218611.0,163819.0,1700
2015-10-01,JetLite,171551.0,75.86,194044.0,147201.0,1641
2015-11-01,JetLite,200683.0,79.159,212104.0,167900.0,1789
2015-12-01,JetLite,217169.0,83.0,211730.0,175735.0,1807
2016-01-01,JetLite,206231.0,82.467,199737.0,164717.0,1751
2016-02-01,JetLite,206391.0,80.895,206978.0,167434.0,1746
2016-03-01,JetLite,206092.0,76.988,231160.0,177966.0,1885
2016-04-01,JetLite,240818.0,78.3,269854.0,211297.0,2124
2016-05-01,JetLite,254309.0,80.856,278905.0,225511.0,2172
2016-06-01,JetLite,226769.0,75.166,264951.0,199153.0,2086
2016-07-01,JetLite,238924.0,80.88,267380.0,216257.0,2033
2016-08-01,JetLite,234241.0,78.934,266668.0,210492.0,2021
2016-09-01,JetLite,198098.0,77.468,240727.0,186487.0,1734
2016-10-01,JetLite,209117.0,71.101,264348.0,187954.0,1989
2016-11-01,JetLite,217905.0,74.649,242541.0,181055.0,1942
2016-12-01,JetLite,246132.0,85.659,242225.0,207488.0,1970
2017-01-01,JetLite,239705.0,85.448,236542.0,202121.0,1907
2017-02-01,JetLite,214665.0,84.892,210369.0,178586.0,1706
2017-03-01,JetLite,230359.0,79.161,240267.0,190197.0,1975
2017-04-01,JetLite,222476.0,83.313,216901.0,180706.0,1811
2017-05-01,JetLite,246048.0,84.294,242176.0,204140.0,2018
2017-06-01,JetLite,217672.0,82.836,220740.0,182852.0,1800
2017-07-01,JetLite,224811.0,80.693,234208.0,188990.0,1926
2017-08-01,JetLite,236394.0,82.768,236937.0,196109.0,1949
2017-09-01,JetLite,221236.0,83.331,222675.0,185557.0,1835
2017-10-01,JetLite,213497.0,82.133,236818.0,194506.0,1794
2017-11-01,JetLite,240703.0,89.55,218344.0,195528.0,1845
2017-12-01,JetLite,255811.0,89.068,225568.0,200908.0,1955
2018-01-01,JetLite,262951.0,89.655,227931.0,204351.0,1981
2018-02-01,JetLite,231564.0,90.332,198965.0,179729.0,1721
2018-03-01,JetLite,184334.0,87.138,168376.7,146720.5,1455
2018-04-01,JetLite,173248.0,84.373,167677.0,141474.0,1321
2018-05-01,JetLite,182103.0,80.211,188410.0,151125.6,1459
2018-06-01,JetLite,194304.0,79.647,200008.0,159300.0,1558
2018-07-01,JetLite,171138.0,80.452,165008.3,132752.2,1342
2018-08-01,JetLite,163476.0,79.22,164950.28,130673.13,1295
2018-09-01,JetLite,182290.0,82.992,172375.84,143058.194,1397
2018-10-01,JetLite,188698.0,80.198,186770.0,149785.45,1506
2018-11-01,JetLite,174535.0,80.876,171165.42,138431.774,1341
2018-12-01,JetLite,214385.0,85.688,194214.448,166417.618,1579
2019-01-01,JetLite,215128.0,84.152,198376.27,166936.92,1599
2019-02-01,JetLite,158576.0,87.917,126601.48,111303.688,1156
2019-03-01,JetLite,134037.0,87.517,115557.702,101133.182,967
2019-04-01,JetLite,17053.0,79.091,18508.9,14638.85,127
2019-05-01,JetLite,0.0,0.0,0.0,0.0,0
2019-06-01,JetLite,0.0,0.0,0.0,0.0,0
2019-05-01,Pawan Hans,237.0,21.93,69.014,15.135,82
2019-06-01,Pawan Hans,282.0,27.014,83.402,22.53,84
2019-07-01,Pawan Hans,98.0,19.232,35.618,6.85,40
2019-08-01,Pawan Hans,156.0,14.426,72.094,10.4,76
2019-09-01,Pawan Hans,175.0,17.874,64.34,11.5,70
2019-10-01,Pawan Hans,322.0,22.973,103.6,23.8,102
2019-11-01,Pawan Hans,329.0,25.049,97.81,24.5,98
2019-12-01,Pawan Hans,290.0,27.882,74.6,20.8,78
2020-01-01,Pawan Hans,278.0,26.765,71.5,19.137,74
2020-02-01,Pawan Hans,324.0,25.89,92.7,24.0,94
2020-03-01,Pawan Hans,183.0,23.32,58.32,13.6,60
2020-06-01,Pawan Hans,11.0,4.226,26.268,1.11,28
2020-07-01,Pawan Hans,18.0,4.827,31.24,1.508,34
2020-08-01,Pawan Hans,11.0,3.683,29.92,1.102,36
2020-09-01,Pawan Hans,45.0,9.92,37.994,3.769,44
2020-10-01,Pawan Hans,172.0,21.912,66.99,14.679,70
2020-11-01,Pawan Hans,163.0,19.796,65.67,13.0,70
2020-12-01,Pawan Hans,218.0,23.258,79.662,18.528,80
2021-01-01,Pawan Hans,182.0,28.281,52.668,14.895,54
2021-02-01,Pawan Hans,260.0,27.628,82.126,22.69,84
2021-03-01,Pawan Hans,251.0,26.56,80.344,21.339,80
2021-04-01,Pawan Hans,116.0,17.385,58.27,10.13,60
2021-06-01,Pawan Hans,121.0,18.385,58.2,10.7,60
2021-07-01,Pawan Hans,171.0,21.955,62.4,13.7,68
2021-08-01,Pawan Hans,102.0,2.15,36.7,0.789,42
2021-09-01,Pawan Hans,198.0,23.486,76.472,17.96,78
2021-10-01,Pawan Hans,320.0,29.093,95.9,27.9,98
2021-11-01,Pawan Hans,428.0,35.435,95.3,33.77,98
2021-12-01,Pawan Hans,74.0,22.941,28.9,6.63,28
2016-05-01,QuikJet Cargo,0.0,0.0,0.0,0.0,50
2016-06-01,QuikJet Cargo,0.0,0.0,0.0,0.0,57
2016-07-01,QuikJet Cargo,0.0,0.0,0.0,0.0,0
2016-08-01,QuikJet Cargo,0.0,0.0,0.0,0.0,0
2016-09-01,QuikJet Cargo,0.0,0.0,0.0,0.0,0
2016-10-01,QuikJet Cargo,0.0,0.0,0.0,0.0,26
2016-11-01,QuikJet Cargo,0.0,0.0,0.0,0.0,8
2016-12-01,QuikJet Cargo,0.0,0.0,0.0,0.0,0
2017-01-01,QuikJet Cargo,0.0,0.0,0.0,0.0,0
2017-02-01,QuikJet Cargo,0.0,0.0,0.0,0.0,0
2017-03-01,QuikJet Cargo,0.0,0.0,0.0,0.0,0
2017-04-01,QuikJet Cargo,0.0,0.0,0.0,0.0,0
2017-05-01,QuikJet Cargo,0.0,0.0,0.0,0.0,0
2017-06-01,QuikJet Cargo,0.0,0.0,0.0,0.0,0
2017-07-01,QuikJet Cargo,0.0,0.0,0.0,0.0,0
2017-08-01,QuikJet Cargo,0.0,0.0,0.0,0.0,0
2017-09-01,QuikJet Cargo,0.0,0.0,0.0,0.0,0
2017-10-01,QuikJet Cargo,0.0,0.0,0.0,0.0,0
2017-11-01,QuikJet Cargo,0.0,0.0,0.0,0.0,0
2017-12-01,QuikJet Cargo,0.0,0.0,0.0,0.0,0
2023-01-01,QuikJet Cargo,,,,,79
2023-02-01,QuikJet Cargo,,,,,132
2023-03-01,QuikJet Cargo,,,,,146
2023-04-01,QuikJet Cargo,,,,,150
2023-05-01,QuikJet Cargo,,,,,153
2023-06-01,QuikJet Cargo,,,,,150
2023-07-01,QuikJet Cargo,,,,,134
2023-08-01,QuikJet Cargo,,,,,148
2023-09-01,QuikJet Cargo,,,,,127
2023-10-01,QuikJet Cargo,,,,,149
2023-11-01,QuikJet Cargo,,,,,135
2023-12-01,QuikJet Cargo,,,,,140
2024-01-01,QuikJet Cargo,,,,,111
2024-02-01,QuikJet Cargo,,,,,144
