date,city,pax
2017-11-01,PANTNAGAR,1019.0
2017-11-01,PATNA,290216.0
2017-11-01,PORBANDAR,4488.0
2017-11-01,PORT BLAIR,131418.0
2017-11-01,PRAYAGRAJ,3577.0
2017-11-01,PUDUCHERRY,3211.0
2017-11-01,PUNE,685928.0
2017-11-01,RAIPUR,153548.0
2017-11-01,RAJAHMUNDRY,14329.0
2017-11-01,RAJKOT,29129.0
2017-11-01,RANCHI,198361.0
2017-11-01,SHILLONG,984.0
2017-11-01,SHIRDI,6349.0
2017-11-01,SILCHAR,30102.0
2017-11-01,SIMLA,905.0
2017-11-01,SRINAGAR,168967.0
2017-11-01,SURAT,62114.0
2017-11-01,TEZPUR,136.0
2017-11-01,THIRUVANANTHAPURAM,178065.0
2017-11-01,TIRUCHIRAPPALLI,10979.0
2017-11-01,TIRUPATI,41434.0
2017-11-01,TUTICORIN,7756.0
2017-11-01,UDAIPUR,106355.0
2017-11-01,VADODARA,86239.0
2017-11-01,VARANASI,172938.0
2017-11-01,VIDYANAGAR,1587.0
2017-11-01,VIJAYAWADA,63014.0
2017-11-01,VISAKHAPATNAM,191304.0
2017-12-01,AGARTALA,123583.0
2017-12-01,AGATTI ISLAND,1982.0
2017-12-01,AGRA,1848.0
2017-12-01,AHMEDABAD,760230.0
2017-12-01,AIZAWL,21089.0
2017-12-01,AMRITSAR,165253.0
2017-12-01,AURANGABAD,30775.0
2017-12-01,BAGDOGRA,206780.0
2017-12-01,BELGAUM,17615.0
2017-12-01,BENGALURU,2126675.0
2017-12-01,BHATINDA,1510.0
2017-12-01,BHAVNAGAR,1791.0
2017-12-01,BHOPAL,61118.0
2017-12-01,BHUBANESWAR,308782.0
2017-12-01,BHUJ,17497.0
2017-12-01,BIKANER,3651.0
2017-12-01,CHANDIGARH,139170.0
2017-12-01,CHENNAI,1334414.0
2017-12-01,COIMBATORE,206413.0
2017-12-01,DEHRADUN,91197.0
2017-12-01,DELHI,4343824.0
2017-12-01,DHARAMSALA,11248.0
2017-12-01,DIBRUGARH,28651.0
2017-12-01,DIMAPUR,17033.0
2017-12-01,DIU,1914.0
2017-12-01,GAYA,6615.0
2017-12-01,GOA,610626.0
2017-12-01,GUWAHATI,429092.0
2017-12-01,GWALIOR,2076.0
2017-12-01,HUBLI,5477.0
2017-12-01,HYDERABAD,1486758.0
2017-12-01,IMPHAL,81514.0
2017-12-01,INDORE,209859.0
2017-12-01,JABALPUR,22289.0
2017-12-01,JAIPUR,405825.0
2017-12-01,JAISALMER,8403.0
2017-12-01,JALGAON,78.0
2017-12-01,JAMMU,130702.0
2017-12-01,JAMNAGAR,6524.0
2017-12-01,JODHPUR,47124.0
2017-12-01,JORHAT,6663.0
2017-12-01,KADAPA,5664.0
2017-12-01,KANDLA,4741.0
2017-12-01,KHAJURAHO,5503.0
2017-12-01,KOCHI,499674.0
2017-12-01,KOLKATA,1609821.0
2017-12-01,KOZHIKODE,44421.0
2017-12-01,KULLU,1953.0
2017-12-01,LEH,34082.0
2017-12-01,LILABARI,506.0
2017-12-01,LUCKNOW,386150.0
2017-12-01,LUDHIANA,1226.0
2017-12-01,MADURAI,102650.0
2017-12-01,MANGALURU,140643.0
2017-12-01,MUMBAI,3102075.0
2017-12-01,MYSURU,3197.0
2017-12-01,NAGPUR,208811.0
2017-12-01,NANDED,7235.0
2017-12-01,NASHIK,174.0
2017-12-01,PANTNAGAR,732.0
2017-12-01,PATNA,242216.0
2017-12-01,PORBANDAR,4709.0
2017-12-01,PORT BLAIR,156756.0
2017-12-01,PRAYAGRAJ,3890.0
2017-12-01,PUDUCHERRY,4189.0
2017-12-01,PUNE,718425.0
2017-12-01,RAIPUR,166007.0
2017-12-01,RAJAHMUNDRY,14314.0
2017-12-01,RAJKOT,32937.0
2017-12-01,RANCHI,212262.0
2017-12-01,SHILLONG,1379.0
2017-12-01,SHIRDI,6700.0
2017-12-01,SILCHAR,34735.0
2017-12-01,SIMLA,957.0
2017-12-01,SRINAGAR,197038.0
2017-12-01,SURAT,57450.0
2017-12-01,TEZPUR,128.0
2017-12-01,THIRUVANANTHAPURAM,197716.0
2017-12-01,TIRUCHIRAPPALLI,12785.0
2017-12-01,TIRUPATI,40876.0
2017-12-01,TUTICORIN,8488.0
2017-12-01,UDAIPUR,121508.0
2017-12-01,VADODARA,89480.0
2017-12-01,VARANASI,169377.0
2017-12-01,VIDYANAGAR,2661.0
2017-12-01,VIJAYAWADA,62633.0
2017-12-01,VISAKHAPATNAM,209608.0
2018-01-01,AGARTALA,128670.0
2018-01-01,AGATTI ISLAND,2809.0
2018-01-01,AGRA,2016.0
2018-01-01,AHMEDABAD,778819.0
2018-01-01,AIZAWL,22850.0
2018-01-01,AMRITSAR,160857.0
2018-01-01,AURANGABAD,30465.0
2018-01-01,BAGDOGRA,201976.0
2018-01-01,BELGAUM,17274.0
2018-01-01,BENGALURU,2196854.0
2018-01-01,BHATINDA,957.0
2018-01-01,BHAVNAGAR,2419.0
2018-01-01,BHOPAL,63632.0
2018-01-01,BHUBANESWAR,335821.0
2018-01-01,BHUJ,18073.0
2018-01-01,BIKANER,3293.0
2018-01-01,CHANDIGARH,132234.0
2018-01-01,CHENNAI,1390819.0
2018-01-01,COIMBATORE,218711.0
2018-01-01,DEHRADUN,98362.0
2018-01-01,DELHI,4327674.0
2018-01-01,DHARAMSALA,9348.0
2018-01-01,DIBRUGARH,29444.0
2018-01-01,DIMAPUR,16712.0
2018-01-01,DIU,1868.0
2018-01-01,GAYA,7493.0
2018-01-01,GOA,637618.0
2018-01-01,GUWAHATI,446053.0
2018-01-01,GWALIOR,1859.0
2018-01-01,HUBLI,7393.0
2018-01-01,HYDERABAD,1556647.0
2018-01-01,IMPHAL,83719.0
2018-01-01,INDORE,199689.0
2018-01-01,JABALPUR,21006.0
2018-01-01,JAIPUR,414869.0
2018-01-01,JAISALMER,8717.0
2018-01-01,JALGAON,212.0
2018-01-01,JAMMU,136050.0
2018-01-01,JAMNAGAR,6727.0
2018-01-01,JODHPUR,46107.0
2018-01-01,JORHAT,6888.0
2018-01-01,KADAPA,6122.0
2018-01-01,KANDLA,4820.0
2018-01-01,KHAJURAHO,7635.0
2018-01-01,KOCHI,546184.0
2018-01-01,KOLKATA,1627317.0
2018-01-01,KOZHIKODE,43699.0
2018-01-01,KULLU,1062.0
2018-01-01,LEH,34777.0
2018-01-01,LILABARI,481.0
2018-01-01,LUCKNOW,421614.0
2018-01-01,LUDHIANA,966.0
2018-01-01,MADURAI,115153.0
2018-01-01,MANGALURU,143575.0
2018-01-01,MUMBAI,3126749.0
2018-01-01,MYSURU,3337.0
2018-01-01,NAGPUR,204890.0
2018-01-01,NANDED,8908.0
2018-01-01,NASHIK,859.0
2018-01-01,PANTNAGAR,349.0
2018-01-01,PATNA,239088.0
2018-01-01,PORBANDAR,4795.0
2018-01-01,PORT BLAIR,171829.0
2018-01-01,PRAYAGRAJ,3768.0
2018-01-01,PUDUCHERRY,4524.0
2018-01-01,PUNE,708467.0
2018-01-01,RAIPUR,160810.0
2018-01-01,RAJAHMUNDRY,24615.0
2018-01-01,RAJKOT,34320.0
2018-01-01,RANCHI,204562.0
2018-01-01,SHILLONG,1028.0
2018-01-01,SHIRDI,6820.0
2018-01-01,SILCHAR,37077.0
2018-01-01,SIMLA,963.0
2018-01-01,SRINAGAR,207421.0
2018-01-01,SURAT,59606.0
2018-01-01,TEZPUR,110.0
2018-01-01,THIRUVANANTHAPURAM,195929.0
2018-01-01,TIRUCHIRAPPALLI,14053.0
2018-01-01,TIRUPATI,53431.0
2018-01-01,TUTICORIN,8429.0
2018-01-01,UDAIPUR,119877.0
2018-01-01,VADODARA,92370.0
2018-01-01,VARANASI,184686.0
2018-01-01,VIDYANAGAR,2892.0
2018-01-01,VIJAYAWADA,68482.0
2018-01-01,VISAKHAPATNAM,214771.0
2018-02-01,AGARTALA,112926.0
2018-02-01,AGATTI ISLAND,2139.0
2018-02-01,AGRA,2100.0
2018-02-01,AHMEDABAD,717039.0
2018-02-01,AIZAWL,20172.0
2018-02-01,AMRITSAR,160882.0
2018-02-01,AURANGABAD,28290.0
2018-02-01,BAGDOGRA,189960.0
2018-02-01,BELGAUM,15692.0
2018-02-01,BENGALURU,2086371.0
2018-02-01,BHATINDA,1388.0
2018-02-01,BHAVNAGAR,3399.0
2018-02-01,BHOPAL,57472.0
2018-02-01,BHUBANESWAR,316957.0
2018-02-01,BHUJ,16925.0
2018-02-01,BIKANER,3158.0
2018-02-01,CHANDIGARH,63514.0
2018-02-01,CHENNAI,1308339.0
2018-02-01,COIMBATORE,204901.0
2018-02-01,DEHRADUN,104354.0
2018-02-01,DELHI,4116839.0
2018-02-01,DHARAMSALA,11780.0
2018-02-01,DIBRUGARH,26628.0
2018-02-01,DIMAPUR,14010.0
2018-02-01,DIU,1658.0
2018-02-01,GAYA,6008.0
2018-02-01,GOA,570981.0
2018-02-01,GORAKHPUR,6218.0
2018-02-01,GUWAHATI,403197.0
2018-02-01,GWALIOR,2125.0
2018-02-01,HUBLI,6798.0
2018-02-01,HYDERABAD,1428857.0
2018-02-01,IMPHAL,73911.0
2018-02-01,INDORE,193083.0
2018-02-01,JABALPUR,19465.0
2018-02-01,JAIPUR,404395.0
2018-02-01,JAISALMER,8311.0
2018-02-01,JALGAON,211.0
2018-02-01,JAMMU,127211.0
2018-02-01,JAMNAGAR,6384.0
2018-02-01,JODHPUR,46410.0
2018-02-01,JORHAT,6492.0
2018-02-01,KADAPA,5886.0
2018-02-01,KANDLA,4335.0
2018-02-01,KHAJURAHO,8544.0
2018-02-01,KOCHI,462982.0
2018-02-01,KOLKATA,1505603.0
2018-02-01,KOZHIKODE,39836.0
2018-02-01,KULLU,1247.0
2018-02-01,LEH,33837.0
2018-02-01,LILABARI,444.0
2018-02-01,LUCKNOW,411165.0
2018-02-01,LUDHIANA,1660.0
2018-02-01,MADURAI,104666.0
2018-02-01,MANGALURU,131137.0
2018-02-01,MUMBAI,2909170.0
2018-02-01,MUNDRA,30.0
2018-02-01,MYSURU,2784.0
2018-02-01,NAGPUR,183163.0
2018-02-01,NANDED,8400.0
2018-02-01,NASHIK,716.0
2018-02-01,PANTNAGAR,1084.0
2018-02-01,PATNA,278041.0
2018-02-01,PORBANDAR,4262.0
2018-02-01,PORT BLAIR,140182.0
2018-02-01,PRAYAGRAJ,3581.0
2018-02-01,PUDUCHERRY,5985.0
2018-02-01,PUNE,668567.0
2018-02-01,RAIPUR,160762.0
2018-02-01,RAJAHMUNDRY,27535.0
2018-02-01,RAJKOT,31826.0
2018-02-01,RANCHI,202400.0
2018-02-01,SHILLONG,933.0
2018-02-01,SHIRDI,5792.0
2018-02-01,SILCHAR,33269.0
2018-02-01,SIMLA,1131.0
2018-02-01,SRINAGAR,189812.0
2018-02-01,SURAT,62938.0
2018-02-01,TEZPUR,121.0
2018-02-01,THIRUVANANTHAPURAM,169238.0
2018-02-01,TIRUCHIRAPPALLI,12399.0
2018-02-01,TIRUPATI,54737.0
2018-02-01,TUTICORIN,8511.0
2018-02-01,UDAIPUR,116207.0
2018-02-01,VADODARA,85383.0
2018-02-01,VARANASI,193006.0
2018-02-01,VIDYANAGAR,2861.0
2018-02-01,VIJAYAWADA,67249.0
2018-02-01,VISAKHAPATNAM,200047.0
2018-03-01,AGARTALA,128855.0
2018-03-01,AGATTI ISLAND,2309.0
2018-03-01,AGRA,1287.0
2018-03-01,AHMEDABAD,646820.0
2018-03-01,AIZAWL,22859.0
2018-03-01,AMRITSAR,167874.0
2018-03-01,AURANGABAD,29590.0
2018-03-01,BAGDOGRA,218199.0
2018-03-01,BELGAUM,17748.0
2018-03-01,BENGALURU,2226560.0
2018-03-01,BHATINDA,4422.0
2018-03-01,BHAVNAGAR,3189.0
2018-03-01,BHOPAL,62959.0
2018-03-01,BHUBANESWAR,340868.0
2018-03-01,BHUJ,16437.0
2018-03-01,BIKANER,3564.0
2018-03-01,CHANDIGARH,159340.0
2018-03-01,CHENNAI,1438910.0
2018-03-01,COIMBATORE,219875.0
2018-03-01,DEHRADUN,108450.0
2018-03-01,DELHI,4493642.0
2018-03-01,DHARAMSALA,12187.0
2018-03-01,DIBRUGARH,28641.0
2018-03-01,DIMAPUR,16279.0
2018-03-01,DIU,1648.0
2018-03-01,GAYA,7082.0
2018-03-01,GOA,611635.0
2018-03-01,GORAKHPUR,9832.0
2018-03-01,GUWAHATI,467371.0
2018-03-01,GWALIOR,2121.0
2018-03-01,HUBLI,7143.0
2018-03-01,HYDERABAD,1543643.0
2018-03-01,IMPHAL,85488.0
2018-03-01,INDORE,219338.0
2018-03-01,JABALPUR,21222.0
2018-03-01,JAIPUR,355978.0
2018-03-01,JAISALMER,8152.0
2018-03-01,JALGAON,45.0
2018-03-01,JAMMU,127709.0
2018-03-01,JAMNAGAR,6765.0
2018-03-01,JODHPUR,42113.0
2018-03-01,JORHAT,6746.0
2018-03-01,KADAPA,9315.0
2018-03-01,KANDLA,4778.0
2018-03-01,KHAJURAHO,7302.0
2018-03-01,KOCHI,450412.0
2018-03-01,KOLKATA,1617257.0
2018-03-01,KOZHIKODE,43815.0
2018-03-01,KULLU,3304.0
2018-03-01,LEH,35699.0
2018-03-01,LILABARI,555.0
2018-03-01,LUCKNOW,449144.0
2018-03-01,LUDHIANA,1773.0
2018-03-01,MADURAI,114846.0
2018-03-01,MANGALURU,141626.0
2018-03-01,MUMBAI,3100021.0
2018-03-01,MUNDRA,75.0
2018-03-01,MYSURU,2665.0
2018-03-01,NAGPUR,203312.0
2018-03-01,NANDED,8730.0
2018-03-01,NASHIK,257.0
2018-03-01,PANTNAGAR,1146.0
2018-03-01,PATNA,324705.0
2018-03-01,PORBANDAR,4565.0
2018-03-01,PORT BLAIR,149970.0
2018-03-01,PRAYAGRAJ,3554.0
2018-03-01,PUDUCHERRY,8257.0
2018-03-01,PUNE,703333.0
2018-03-01,RAIPUR,173615.0
2018-03-01,RAJAHMUNDRY,34524.0
2018-03-01,RAJKOT,32339.0
2018-03-01,RANCHI,216256.0
2018-03-01,SALEM,844.0
2018-03-01,SHILLONG,1455.0
2018-03-01,SHIRDI,5928.0
2018-03-01,SILCHAR,34025.0
2018-03-01,SIMLA,910.0
2018-03-01,SRINAGAR,207853.0
2018-03-01,SURAT,65538.0
2018-03-01,TEZPUR,155.0
2018-03-01,THIRUVANANTHAPURAM,174027.0
2018-03-01,TIRUCHIRAPPALLI,14373.0
2018-03-01,TIRUPATI,74120.0
2018-03-01,TUTICORIN,9099.0
2018-03-01,UDAIPUR,113576.0
2018-03-01,VADODARA,90123.0
2018-03-01,VARANASI,218713.0
2018-03-01,VIDYANAGAR,5426.0
2018-03-01,VIJAYAWADA,99810.0
2018-03-01,VISAKHAPATNAM,231646.0
2018-04-01,AGARTALA,133852.0
2018-04-01,AGATTI ISLAND,2721.0
2018-04-01,AGRA,880.0
2018-04-01,AHMEDABAD,697532.0
2018-04-01,AIZAWL,18910.0
2018-04-01,AMRITSAR,139562.0
2018-04-01,AURANGABAD,26872.0
2018-04-01,BAGDOGRA,227965.0
2018-04-01,BELGAUM,19514.0
2018-04-01,BENGALURU,2278822.0
2018-04-01,BHATINDA,4026.0
2018-04-01,BHAVNAGAR,3334.0
2018-04-01,BHOPAL,66354.0
2018-04-01,BHUBANESWAR,327096.0
2018-04-01,BHUJ,15711.0
2018-04-01,BIKANER,5324.0
2018-04-01,CHANDIGARH,150575.0
2018-04-01,CHENNAI,1408257.0
2018-04-01,COIMBATORE,226198.0
2018-04-01,DEHRADUN,101942.0
2018-04-01,DELHI,4431429.0
2018-04-01,DHARAMSALA,13190.0
2018-04-01,DIBRUGARH,28450.0
2018-04-01,DIMAPUR,16907.0
2018-04-01,DIU,1546.0
2018-04-01,DURGAPUR,2263.0
2018-04-01,GAYA,5755.0
2018-04-01,GOA,602429.0
2018-04-01,GORAKHPUR,14654.0
2018-04-01,GUWAHATI,474431.0
2018-04-01,GWALIOR,2303.0
2018-04-01,HUBLI,6110.0
2018-04-01,HYDERABAD,1556578.0
2018-04-01,IMPHAL,87599.0
2018-04-01,INDORE,234902.0
2018-04-01,JABALPUR,21526.0
2018-04-01,JAIPUR,368524.0
2018-04-01,JAISALMER,7063.0
2018-04-01,JALGAON,186.0
2018-04-01,JAMMU,110358.0
2018-04-01,JAMNAGAR,6081.0
2018-04-01,JODHPUR,34827.0
2018-04-01,JORHAT,7799.0
2018-04-01,KADAPA,10157.0
2018-04-01,KANDLA,4222.0
2018-04-01,KHAJURAHO,4150.0
2018-04-01,KOCHI,472902.0
2018-04-01,KOLHAPUR,163.0
2018-04-01,KOLKATA,1565095.0
2018-04-01,KOZHIKODE,55949.0
2018-04-01,KULLU,2753.0
2018-04-01,LEH,54091.0
2018-04-01,LILABARI,447.0
2018-04-01,LUCKNOW,407483.0
2018-04-01,LUDHIANA,1355.0
2018-04-01,MADURAI,108612.0
2018-04-01,MANGALURU,151085.0
2018-04-01,MUMBAI,3007905.0
2018-04-01,MUNDRA,318.0
2018-04-01,MYSURU,3468.0
2018-04-01,NAGPUR,212606.0
2018-04-01,NANDED,8805.0
2018-04-01,NASHIK,119.0
2018-04-01,PANTNAGAR,1123.0
2018-04-01,PATHANKOT,811.0
2018-04-01,PATNA,321092.0
2018-04-01,PORBANDAR,4082.0
2018-04-01,PORT BLAIR,143752.0
2018-04-01,PRAYAGRAJ,3575.0
2018-04-01,PUDUCHERRY,8390.0
2018-04-01,PUNE,726408.0
2018-04-01,RAIPUR,172635.0
2018-04-01,RAJAHMUNDRY,34343.0
2018-04-01,RAJKOT,28747.0
2018-04-01,RANCHI,211971.0
2018-04-01,SALEM,3947.0
2018-04-01,SHILLONG,1584.0
2018-04-01,SHIRDI,5998.0
2018-04-01,SILCHAR,31672.0
2018-04-01,SIMLA,982.0
2018-04-01,SRINAGAR,227311.0
2018-04-01,SURAT,62757.0
2018-04-01,TEZPUR,220.0
2018-04-01,THIRUVANANTHAPURAM,172253.0
2018-04-01,TIRUCHIRAPPALLI,19355.0
2018-04-01,TIRUPATI,72774.0
2018-04-01,TUTICORIN,9012.0
2018-04-01,UDAIPUR,102867.0
2018-04-01,VADODARA,88800.0
2018-04-01,VARANASI,199396.0
2018-04-01,VIDYANAGAR,6299.0
2018-04-01,VIJAYAWADA,102375.0
2018-04-01,VISAKHAPATNAM,224423.0
2018-05-01,ADAMPUR,4448.0
2018-05-01,AGARTALA,132386.0
2018-05-01,AGATTI ISLAND,2422.0
2018-05-01,AGRA,527.0
2018-05-01,AHMEDABAD,786528.0
2018-05-01,AIZAWL,18828.0
2018-05-01,AMRITSAR,127009.0
2018-05-01,AURANGABAD,28935.0
2018-05-01,BAGDOGRA,257845.0
2018-05-01,BELGAUM,11171.0
2018-05-01,BENGALURU,2353486.0
2018-05-01,BHATINDA,3795.0
2018-05-01,BHAVNAGAR,3535.0
2018-05-01,BHOPAL,68632.0
2018-05-01,BHUBANESWAR,358196.0
2018-05-01,BHUJ,15146.0
2018-05-01,BIKANER,4053.0
2018-05-01,CHANDIGARH,56186.0
2018-05-01,CHENNAI,1472303.0
2018-05-01,COIMBATORE,240844.0
2018-05-01,DEHRADUN,117907.0
2018-05-01,DELHI,4476342.0
2018-05-01,DHARAMSALA,15428.0
2018-05-01,DIBRUGARH,28916.0
2018-05-01,DIMAPUR,17031.0
2018-05-01,DIU,2047.0
2018-05-01,DURGAPUR,3485.0
2018-05-01,GAYA,5250.0
2018-05-01,GOA,608687.0
2018-05-01,GORAKHPUR,14742.0
2018-05-01,GUWAHATI,480919.0
2018-05-01,GWALIOR,2145.0
2018-05-01,HUBLI,16442.0
2018-05-01,HYDERABAD,1607727.0
2018-05-01,IMPHAL,93729.0
2018-05-01,INDORE,229258.0
2018-05-01,JABALPUR,23481.0
2018-05-01,JAIPUR,362833.0
2018-05-01,JAISALMER,4800.0
2018-05-01,JALGAON,521.0
2018-05-01,JAMMU,109537.0
2018-05-01,JAMNAGAR,6609.0
2018-05-01,JODHPUR,32374.0
2018-05-01,JORHAT,8354.0
2018-05-01,KADAPA,10122.0
2018-05-01,KANDLA,4492.0
2018-05-01,KHAJURAHO,1467.0
2018-05-01,KOCHI,503677.0
2018-05-01,KOLHAPUR,450.0
2018-05-01,KOLKATA,1641554.0
2018-05-01,KOZHIKODE,59071.0
2018-05-01,KULLU,2591.0
2018-05-01,LEH,90181.0
2018-05-01,LILABARI,902.0
2018-05-01,LUCKNOW,412636.0
2018-05-01,LUDHIANA,1214.0
2018-05-01,MADURAI,115469.0
2018-05-01,MANGALURU,155241.0
2018-05-01,MUMBAI,3080325.0
2018-05-01,MUNDRA,228.0
2018-05-01,MYSURU,3992.0
2018-05-01,NAGPUR,217971.0
2018-05-01,NANDED,9129.0
2018-05-01,NASHIK,190.0
2018-05-01,PANTNAGAR,2222.0
2018-05-01,PASIGHAT,125.0
2018-05-01,PATHANKOT,1159.0
2018-05-01,PATNA,327878.0
2018-05-01,PORBANDAR,4697.0
2018-05-01,PORT BLAIR,157059.0
2018-05-01,PRAYAGRAJ,3963.0
2018-05-01,PUDUCHERRY,8576.0
2018-05-01,PUNE,764456.0
2018-05-01,RAIPUR,176395.0
2018-05-01,RAJAHMUNDRY,38074.0
2018-05-01,RAJKOT,28683.0
2018-05-01,RANCHI,215453.0
2018-05-01,SALEM,3802.0
2018-05-01,SHILLONG,1870.0
2018-05-01,SHIRDI,5525.0
2018-05-01,SILCHAR,29515.0
2018-05-01,SIMLA,1355.0
2018-05-01,SRINAGAR,239071.0
2018-05-01,SURAT,66208.0
2018-05-01,TEZPUR,1969.0
2018-05-01,THIRUVANANTHAPURAM,185700.0
2018-05-01,TIRUCHIRAPPALLI,20252.0
2018-05-01,TIRUPATI,69970.0
2018-05-01,TUTICORIN,9273.0
2018-05-01,UDAIPUR,93373.0
2018-05-01,VADODARA,89404.0
2018-05-01,VARANASI,211281.0
2018-05-01,VIDYANAGAR,6465.0
2018-05-01,VIJAYAWADA,109016.0
2018-05-01,VISAKHAPATNAM,238738.0
2018-06-01,ADAMPUR,3965.0
2018-06-01,AGARTALA,126451.0
2018-06-01,AGATTI ISLAND,1380.0
2018-06-01,AGRA,656.0
2018-06-01,AHMEDABAD,756688.0
2018-06-01,AIZAWL,18857.0
2018-06-01,AMRITSAR,122416.0
2018-06-01,AURANGABAD,26828.0
2018-06-01,BAGDOGRA,235703.0
2018-06-01,BELGAUM,3982.0
2018-06-01,BENGALURU,2257968.0
2018-06-01,BHATINDA,3698.0
2018-06-01,BHAVNAGAR,3289.0
2018-06-01,BHOPAL,63019.0
2018-06-01,BHUBANESWAR,358891.0
2018-06-01,BHUJ,13427.0
2018-06-01,BIKANER,4050.0
2018-06-01,CHANDIGARH,153820.0
2018-06-01,CHENNAI,1403160.0
2018-06-01,COIMBATORE,225034.0
2018-06-01,DEHRADUN,99224.0
2018-06-01,DELHI,4288753.0
2018-06-01,DHARAMSALA,11735.0
2018-06-01,DIBRUGARH,27489.0
2018-06-01,DIMAPUR,16796.0
2018-06-01,DIU,1481.0
2018-06-01,DURGAPUR,3441.0
2018-06-01,GAYA,4975.0
2018-06-01,GOA,566784.0
2018-06-01,GORAKHPUR,14051.0
2018-06-01,GUWAHATI,458810.0
2018-06-01,GWALIOR,2046.0
2018-06-01,HUBLI,25023.0
2018-06-01,HYDERABAD,1520967.0
2018-06-01,IMPHAL,98545.0
2018-06-01,INDORE,242218.0
2018-06-01,JABALPUR,19399.0
2018-06-01,JAGDALPUR,401.0
2018-06-01,JAIPUR,378966.0
2018-06-01,JAISALMER,2331.0
2018-06-01,JALGAON,269.0
2018-06-01,JAMMU,106728.0
2018-06-01,JAMNAGAR,6214.0
2018-06-01,JODHPUR,31746.0
2018-06-01,JORHAT,9502.0
2018-06-01,KADAPA,9736.0
2018-06-01,KANDLA,4352.0
2018-06-01,KHAJURAHO,1597.0
2018-06-01,KOCHI,433648.0
2018-06-01,KOLHAPUR,243.0
2018-06-01,KOLKATA,1559859.0
2018-06-01,KOZHIKODE,43548.0
2018-06-01,KULLU,3026.0
2018-06-01,LEH,90659.0
2018-06-01,LILABARI,766.0
2018-06-01,LUCKNOW,401050.0
2018-06-01,LUDHIANA,1011.0
2018-06-01,MADURAI,109994.0
2018-06-01,MANGALURU,135964.0
2018-06-01,MUMBAI,2860572.0
2018-06-01,MYSURU,3320.0
2018-06-01,NAGPUR,210821.0
2018-06-01,NANDED,9155.0
2018-06-01,NASHIK,1839.0
2018-06-01,PANTNAGAR,1155.0
2018-06-01,PASIGHAT,231.0
2018-06-01,PATHANKOT,902.0
2018-06-01,PATNA,344753.0
2018-06-01,PORBANDAR,4186.0
2018-06-01,PORT BLAIR,131340.0
2018-06-01,PRAYAGRAJ,6706.0
2018-06-01,PUDUCHERRY,8326.0
2018-06-01,PUNE,695532.0
2018-06-01,RAIPUR,168939.0
2018-06-01,RAJAHMUNDRY,35695.0
2018-06-01,RAJKOT,28433.0
2018-06-01,RANCHI,230986.0
2018-06-01,SALEM,3342.0
2018-06-01,SHILLONG,1293.0
2018-06-01,SHIRDI,5470.0
2018-06-01,SILCHAR,28364.0
2018-06-01,SIMLA,646.0
2018-06-01,SRINAGAR,240099.0
2018-06-01,SURAT,75384.0
2018-06-01,TEZPUR,1724.0
2018-06-01,THIRUVANANTHAPURAM,161222.0
2018-06-01,TIRUCHIRAPPALLI,26903.0
2018-06-01,TIRUPATI,70143.0
2018-06-01,TUTICORIN,9197.0
2018-06-01,UDAIPUR,90345.0
2018-06-01,VADODARA,82413.0
2018-06-01,VARANASI,193182.0
2018-06-01,VIDYANAGAR,6390.0
2018-06-01,VIJAYAWADA,102443.0
2018-06-01,VISAKHAPATNAM,218594.0
2018-07-01,ADAMPUR,4538.0
2018-07-01,AGARTALA,128149.0
2018-07-01,AGATTI ISLAND,1245.0
2018-07-01,AGRA,834.0
2018-07-01,AHMEDABAD,805638.0
2018-07-01,AIZAWL,18492.0
2018-07-01,AMRITSAR,128927.0
2018-07-01,AURANGABAD,26981.0
2018-07-01,BAGDOGRA,216111.0
2018-07-01,BELGAUM,904.0
2018-07-01,BENGALURU,2366127.0
2018-07-01,BHATINDA,3766.0
2018-07-01,BHAVNAGAR,3144.0
2018-07-01,BHOPAL,55407.0
2018-07-01,BHUBANESWAR,350913.0
2018-07-01,BHUJ,13672.0
2018-07-01,BIKANER,4890.0
2018-07-01,CHANDIGARH,180871.0
2018-07-01,CHENNAI,1469174.0
2018-07-01,COIMBATORE,216052.0
2018-07-01,DEHRADUN,93075.0
2018-07-01,DELHI,4380094.0
2018-07-01,DHARAMSALA,12018.0
2018-07-01,DIBRUGARH,29035.0
2018-07-01,DIMAPUR,17821.0
2018-07-01,DIU,1254.0
2018-07-01,DURGAPUR,2942.0
2018-07-01,GAYA,5193.0
2018-07-01,GOA,563704.0
2018-07-01,GORAKHPUR,14357.0
2018-07-01,GUWAHATI,485353.0
2018-07-01,GWALIOR,1906.0
2018-07-01,HUBLI,46123.0
2018-07-01,HYDERABAD,1607414.0
2018-07-01,IMPHAL,104142.0
2018-07-01,INDORE,270247.0
2018-07-01,JABALPUR,17406.0
2018-07-01,JAGDALPUR,145.0
2018-07-01,JAIPUR,401692.0
2018-07-01,JAISALMER,3504.0
2018-07-01,JALGAON,11.0
2018-07-01,JAMMU,107327.0
2018-07-01,JAMNAGAR,6870.0
2018-07-01,JODHPUR,30175.0
2018-07-01,JORHAT,9393.0
2018-07-01,KADAPA,9097.0
2018-07-01,KANDLA,4696.0
2018-07-01,KANPUR,4468.0
2018-07-01,KHAJURAHO,2132.0
2018-07-01,KOCHI,468181.0
2018-07-01,KOLHAPUR,22.0
2018-07-01,KOLKATA,1569648.0
2018-07-01,KOZHIKODE,57571.0
2018-07-01,KULLU,1871.0
2018-07-01,LEH,90913.0
