date,market,pax,a,b,is_imputed,is_covid,pax_a_to_b,pax_b_to_a
2016-04-01,JAIPUR – MUMBAI,78375.0,JAIPUR,MUMBAI,False,False,37745.0,40630.0
2016-04-01,CHENNAI – KOLKATA,72393.0,CHENNAI,KOLKATA,False,False,39567.0,32826.0
2016-04-01,DELHI – INDORE,46419.0,DELHI,INDORE,False,False,22981.0,23438.0
2016-04-01,AMRITSAR – DELHI,66533.0,AMRITSAR,DELHI,False,False,37088.0,29445.0
2016-04-01,HYDERABAD – VISAKHAPATNAM,63362.0,HYDERABAD,VISAKHAPATNAM,False,False,32069.0,31293.0
2016-04-01,HYDERABAD – KOLKATA,41057.0,HYDERABAD,KOLKATA,False,False,21388.0,19669.0
2016-04-01,DELHI – VARANASI,77107.0,DELHI,VARANASI,False,False,40347.0,36760.0
2016-04-01,GUWAHATI – KOLKATA,73826.0,GUWAHATI,KOLKATA,False,False,36040.0,37786.0
2016-04-01,LUCKNOW – MUMBAI,52213.0,LUCKNOW,MUMBAI,False,False,24439.0,27774.0
2016-04-01,DELHI – KOCHI,56568.0,DELHI,KOCHI,False,False,28924.0,27644.0
2016-04-01,MUMBAI – VARANASI,34271.0,MUMBAI,VARANASI,False,False,19744.0,14527.0
2016-04-01,DELHI – RANCHI,33669.0,DELHI,RANCHI,False,False,17083.0,16586.0
2016-04-01,CHANDIGARH – DELHI,38688.0,CHANDIGARH,DELHI,False,False,19384.0,19304.0
2016-04-01,CHENNAI – COIMBATORE,48541.0,CHENNAI,COIMBATORE,False,False,23706.0,24835.0
2016-04-01,DELHI – RAIPUR,39160.0,DELHI,RAIPUR,False,False,19122.0,20038.0
2016-04-01,AGARTALA – KOLKATA,55554.0,AGARTALA,KOLKATA,False,False,29050.0,26504.0
2016-04-01,BENGALURU – MANGALURU,31611.0,BENGALURU,MANGALURU,False,False,16970.0,14641.0
2016-04-01,DELHI – LEH,31695.0,DELHI,LEH,False,False,18137.0,13558.0
2016-04-01,BENGALURU – BHUBANESWAR,17282.0,BENGALURU,BHUBANESWAR,False,False,9224.0,8058.0
2016-04-01,BENGALURU – VARANASI,7236.0,BENGALURU,VARANASI,False,False,3635.0,3601.0
2016-04-01,BENGALURU – LUCKNOW,13990.0,BENGALURU,LUCKNOW,False,False,7337.0,6653.0
2016-04-01,CHENNAI – PUNE,62139.0,CHENNAI,PUNE,False,False,30544.0,31595.0
2016-04-01,MUMBAI – NAGPUR,56971.0,MUMBAI,NAGPUR,False,False,28456.0,28515.0
2016-04-01,INDORE – MUMBAI,55421.0,INDORE,MUMBAI,False,False,27900.0,27521.0
2016-04-01,DELHI – NAGPUR,30997.0,DELHI,NAGPUR,False,False,14847.0,16150.0
2016-04-01,BENGALURU – GUWAHATI,14689.0,BENGALURU,GUWAHATI,False,False,7860.0,6829.0
2016-04-01,HYDERABAD – KOCHI,22649.0,HYDERABAD,KOCHI,False,False,11515.0,11134.0
2016-04-01,BENGALURU – JAIPUR,38315.0,BENGALURU,JAIPUR,False,False,20395.0,17920.0
2016-04-01,HYDERABAD – PUNE,22035.0,HYDERABAD,PUNE,False,False,10609.0,11426.0
2016-04-01,BENGALURU – THIRUVANANTHAPURAM,41686.0,BENGALURU,THIRUVANANTHAPURAM,False,False,21038.0,20648.0
2016-04-01,DELHI – UDAIPUR,30183.0,DELHI,UDAIPUR,False,False,14615.0,15568.0
2016-04-01,DELHI – JAMMU,46154.0,DELHI,JAMMU,False,False,25176.0,20978.0
2016-04-01,CHENNAI – KOCHI,40138.0,CHENNAI,KOCHI,False,False,20453.0,19685.0
2016-04-01,HYDERABAD – TIRUPATI,33307.0,HYDERABAD,TIRUPATI,False,False,16213.0,17094.0
2016-05-01,DELHI – MUMBAI,583764.0,DELHI,MUMBAI,False,False,298834.0,284930.0
2016-05-01,BENGALURU – DELHI,336639.0,BENGALURU,DELHI,False,False,157554.0,179085.0
2016-05-01,BENGALURU – MUMBAI,301397.0,BENGALURU,MUMBAI,False,False,146979.0,154418.0
2016-05-01,DELHI – HYDERABAD,204936.0,DELHI,HYDERABAD,False,False,103696.0,101240.0
2016-05-01,DELHI – KOLKATA,200527.0,DELHI,KOLKATA,False,False,103524.0,97003.0
2016-05-01,DELHI – PUNE,195883.0,DELHI,PUNE,False,False,98298.0,97585.0
2016-05-01,AHMEDABAD – DELHI,159599.0,AHMEDABAD,DELHI,False,False,80500.0,79099.0
2016-05-01,CHENNAI – MUMBAI,186803.0,CHENNAI,MUMBAI,False,False,89975.0,96828.0
2016-05-01,KOLKATA – MUMBAI,146687.0,KOLKATA,MUMBAI,False,False,72659.0,74028.0
2016-05-01,HYDERABAD – MUMBAI,168036.0,HYDERABAD,MUMBAI,False,False,82543.0,85493.0
2016-05-01,CHENNAI – DELHI,215606.0,CHENNAI,DELHI,False,False,104047.0,111559.0
2016-05-01,BENGALURU – HYDERABAD,110316.0,BENGALURU,HYDERABAD,False,False,54355.0,55961.0
2016-05-01,BENGALURU – KOLKATA,109661.0,BENGALURU,KOLKATA,False,False,51292.0,58369.0
2016-05-01,AHMEDABAD – MUMBAI,180811.0,AHMEDABAD,MUMBAI,False,False,94026.0,86785.0
2016-05-01,DELHI – SRINAGAR,181809.0,DELHI,SRINAGAR,False,False,92411.0,89398.0
2016-05-01,BENGALURU – PUNE,129238.0,BENGALURU,PUNE,False,False,60803.0,68435.0
2016-05-01,DELHI – GUWAHATI,80182.0,DELHI,GUWAHATI,False,False,42444.0,37738.0
2016-05-01,DELHI – PATNA,98139.0,DELHI,PATNA,False,False,50634.0,47505.0
2016-05-01,BENGALURU – CHENNAI,98881.0,BENGALURU,CHENNAI,False,False,47426.0,51455.0
2016-05-01,DELHI – LUCKNOW,149360.0,DELHI,LUCKNOW,False,False,73333.0,76027.0
2016-05-01,CHENNAI – HYDERABAD,90358.0,CHENNAI,HYDERABAD,False,False,44726.0,45632.0
2016-05-01,BENGALURU – KOCHI,51168.0,BENGALURU,KOCHI,False,False,28383.0,22785.0
2016-05-01,KOCHI – MUMBAI,117446.0,KOCHI,MUMBAI,False,False,56852.0,60594.0
2016-05-01,BAGDOGRA – DELHI,71433.0,BAGDOGRA,DELHI,False,False,37195.0,34238.0
2016-05-01,BHUBANESWAR – DELHI,63732.0,BHUBANESWAR,DELHI,False,False,31346.0,32386.0
2016-05-01,AHMEDABAD – BENGALURU,37792.0,AHMEDABAD,BENGALURU,False,False,20381.0,17411.0
2016-05-01,JAIPUR – MUMBAI,83637.0,JAIPUR,MUMBAI,False,False,44559.0,39078.0
2016-05-01,CHENNAI – KOLKATA,82721.0,CHENNAI,KOLKATA,False,False,40489.0,42232.0
2016-05-01,DELHI – INDORE,59974.0,DELHI,INDORE,False,False,29715.0,30259.0
2016-05-01,AMRITSAR – DELHI,61771.0,AMRITSAR,DELHI,False,False,33355.0,28416.0
2016-05-01,HYDERABAD – VISAKHAPATNAM,60606.0,HYDERABAD,VISAKHAPATNAM,False,False,29520.0,31086.0
2016-05-01,HYDERABAD – KOLKATA,51093.0,HYDERABAD,KOLKATA,False,False,24650.0,26443.0
2016-05-01,DELHI – VARANASI,72058.0,DELHI,VARANASI,False,False,35395.0,36663.0
2016-05-01,GUWAHATI – KOLKATA,81194.0,GUWAHATI,KOLKATA,False,False,38435.0,42759.0
2016-05-01,LUCKNOW – MUMBAI,55070.0,LUCKNOW,MUMBAI,False,False,27358.0,27712.0
2016-05-01,DELHI – KOCHI,57255.0,DELHI,KOCHI,False,False,32749.0,24506.0
2016-05-01,MUMBAI – VARANASI,35960.0,MUMBAI,VARANASI,False,False,17672.0,18288.0
2016-05-01,DELHI – RANCHI,40868.0,DELHI,RANCHI,False,False,20969.0,19899.0
2016-05-01,CHANDIGARH – DELHI,50522.0,CHANDIGARH,DELHI,False,False,25608.0,24914.0
2016-05-01,CHENNAI – COIMBATORE,51709.0,CHENNAI,COIMBATORE,False,False,25601.0,26108.0
2016-05-01,DELHI – RAIPUR,45682.0,DELHI,RAIPUR,False,False,22529.0,23153.0
2016-05-01,AGARTALA – KOLKATA,62462.0,AGARTALA,KOLKATA,False,False,31828.0,30634.0
2016-05-01,BENGALURU – MANGALURU,33752.0,BENGALURU,MANGALURU,False,False,16916.0,16836.0
2016-05-01,DELHI – LEH,45672.0,DELHI,LEH,False,False,23255.0,22417.0
2016-05-01,BENGALURU – BHUBANESWAR,19024.0,BENGALURU,BHUBANESWAR,False,False,8652.0,10372.0
2016-05-01,BENGALURU – VARANASI,8081.0,BENGALURU,VARANASI,False,False,3532.0,4549.0
2016-05-01,BENGALURU – LUCKNOW,16977.0,BENGALURU,LUCKNOW,False,False,7656.0,9321.0
2016-05-01,CHENNAI – PUNE,66669.0,CHENNAI,PUNE,False,False,32560.0,34109.0
2016-05-01,MUMBAI – NAGPUR,60675.0,MUMBAI,NAGPUR,False,False,29422.0,31253.0
2016-05-01,INDORE – MUMBAI,56972.0,INDORE,MUMBAI,False,False,29559.0,27413.0
2016-05-01,DELHI – NAGPUR,36680.0,DELHI,NAGPUR,False,False,18010.0,18670.0
2016-05-01,BENGALURU – GUWAHATI,17223.0,BENGALURU,GUWAHATI,False,False,8310.0,8913.0
2016-05-01,HYDERABAD – KOCHI,25955.0,HYDERABAD,KOCHI,False,False,12936.0,13019.0
2016-05-01,BENGALURU – JAIPUR,46337.0,BENGALURU,JAIPUR,False,False,21327.0,25010.0
2016-05-01,HYDERABAD – PUNE,26189.0,HYDERABAD,PUNE,False,False,12654.0,13535.0
2016-05-01,BENGALURU – THIRUVANANTHAPURAM,46638.0,BENGALURU,THIRUVANANTHAPURAM,False,False,23304.0,23334.0
2016-05-01,DELHI – UDAIPUR,32157.0,DELHI,UDAIPUR,False,False,16390.0,15767.0
2016-05-01,DELHI – JAMMU,44423.0,DELHI,JAMMU,False,False,24908.0,19515.0
2016-05-01,CHENNAI – KOCHI,50373.0,CHENNAI,KOCHI,False,False,26045.0,24328.0
2016-05-01,HYDERABAD – TIRUPATI,36832.0,HYDERABAD,TIRUPATI,False,False,18279.0,18553.0
2016-06-01,DELHI – MUMBAI,504403.0,DELHI,MUMBAI,False,False,270782.0,233621.0
2016-06-01,BENGALURU – DELHI,331578.0,BENGALURU,DELHI,False,False,161308.0,170270.0
2016-06-01,BENGALURU – MUMBAI,262637.0,BENGALURU,MUMBAI,False,False,134582.0,128055.0
2016-06-01,DELHI – HYDERABAD,176152.0,DELHI,HYDERABAD,False,False,94332.0,81820.0
2016-06-01,DELHI – KOLKATA,206578.0,DELHI,KOLKATA,False,False,111451.0,95127.0
2016-06-01,DELHI – PUNE,178988.0,DELHI,PUNE,False,False,94447.0,84541.0
2016-06-01,AHMEDABAD – DELHI,146793.0,AHMEDABAD,DELHI,False,False,65813.0,80980.0
2016-06-01,CHENNAI – MUMBAI,174731.0,CHENNAI,MUMBAI,False,False,85413.0,89318.0
2016-06-01,KOLKATA – MUMBAI,128951.0,KOLKATA,MUMBAI,False,False,66492.0,62459.0
2016-06-01,HYDERABAD – MUMBAI,157082.0,HYDERABAD,MUMBAI,False,False,73758.0,83324.0
2016-06-01,CHENNAI – DELHI,190305.0,CHENNAI,DELHI,False,False,91541.0,98764.0
2016-06-01,BENGALURU – HYDERABAD,103234.0,BENGALURU,HYDERABAD,False,False,53215.0,50019.0
2016-06-01,BENGALURU – KOLKATA,100658.0,BENGALURU,KOLKATA,False,False,52063.0,48595.0
2016-06-01,AHMEDABAD – MUMBAI,161849.0,AHMEDABAD,MUMBAI,False,False,80183.0,81666.0
2016-06-01,DELHI – SRINAGAR,178128.0,DELHI,SRINAGAR,False,False,86095.0,92033.0
2016-06-01,BENGALURU – PUNE,109115.0,BENGALURU,PUNE,False,False,55209.0,53906.0
2016-06-01,DELHI – GUWAHATI,90268.0,DELHI,GUWAHATI,False,False,46661.0,43607.0
2016-06-01,DELHI – PATNA,97867.0,DELHI,PATNA,False,False,51099.0,46768.0
2016-06-01,BENGALURU – CHENNAI,88014.0,BENGALURU,CHENNAI,False,False,43157.0,44857.0
2016-06-01,DELHI – LUCKNOW,148049.0,DELHI,LUCKNOW,False,False,75855.0,72194.0
2016-06-01,CHENNAI – HYDERABAD,82509.0,CHENNAI,HYDERABAD,False,False,42093.0,40416.0
2016-06-01,BENGALURU – KOCHI,51064.0,BENGALURU,KOCHI,False,False,26333.0,24731.0
2016-06-01,KOCHI – MUMBAI,93693.0,KOCHI,MUMBAI,False,False,47789.0,45904.0
2016-06-01,BAGDOGRA – DELHI,72687.0,BAGDOGRA,DELHI,False,False,39028.0,33659.0
2016-06-01,BHUBANESWAR – DELHI,59854.0,BHUBANESWAR,DELHI,False,False,28072.0,31782.0
2016-06-01,AHMEDABAD – BENGALURU,30737.0,AHMEDABAD,BENGALURU,False,False,15121.0,15616.0
2016-06-01,JAIPUR – MUMBAI,81307.0,JAIPUR,MUMBAI,False,False,41749.0,39558.0
2016-06-01,CHENNAI – KOLKATA,74757.0,CHENNAI,KOLKATA,False,False,38294.0,36463.0
2016-06-01,DELHI – INDORE,46518.0,DELHI,INDORE,False,False,24110.0,22408.0
2016-06-01,AMRITSAR – DELHI,59082.0,AMRITSAR,DELHI,False,False,30825.0,28257.0
2016-06-01,HYDERABAD – VISAKHAPATNAM,53145.0,HYDERABAD,VISAKHAPATNAM,False,False,26297.0,26848.0
2016-06-01,HYDERABAD – KOLKATA,47159.0,HYDERABAD,KOLKATA,False,False,22140.0,25019.0
2016-06-01,DELHI – VARANASI,67325.0,DELHI,VARANASI,False,False,34922.0,32403.0
2016-06-01,GUWAHATI – KOLKATA,78342.0,GUWAHATI,KOLKATA,False,False,40730.0,37612.0
2016-06-01,LUCKNOW – MUMBAI,50831.0,LUCKNOW,MUMBAI,False,False,25121.0,25710.0
2016-06-01,DELHI – KOCHI,61440.0,DELHI,KOCHI,False,False,30849.0,30591.0
2016-06-01,MUMBAI – VARANASI,32420.0,MUMBAI,VARANASI,False,False,15563.0,16857.0
2016-06-01,DELHI – RANCHI,40558.0,DELHI,RANCHI,False,False,21858.0,18700.0
2016-06-01,CHANDIGARH – DELHI,56037.0,CHANDIGARH,DELHI,False,False,29095.0,26942.0
2016-06-01,CHENNAI – COIMBATORE,50257.0,CHENNAI,COIMBATORE,False,False,24887.0,25370.0
2016-06-01,DELHI – RAIPUR,44069.0,DELHI,RAIPUR,False,False,22713.0,21356.0
2016-06-01,AGARTALA – KOLKATA,58704.0,AGARTALA,KOLKATA,False,False,29560.0,29144.0
2016-06-01,BENGALURU – MANGALURU,29290.0,BENGALURU,MANGALURU,False,False,15339.0,13951.0
2016-06-01,DELHI – LEH,49885.0,DELHI,LEH,False,False,24469.0,25416.0
2016-06-01,BENGALURU – BHUBANESWAR,17035.0,BENGALURU,BHUBANESWAR,False,False,9149.0,7886.0
2016-06-01,BENGALURU – VARANASI,6979.0,BENGALURU,VARANASI,False,False,3259.0,3720.0
2016-06-01,BENGALURU – LUCKNOW,15355.0,BENGALURU,LUCKNOW,False,False,7669.0,7686.0
2016-06-01,CHENNAI – PUNE,66825.0,CHENNAI,PUNE,False,False,33530.0,33295.0
2016-06-01,MUMBAI – NAGPUR,56664.0,MUMBAI,NAGPUR,False,False,28113.0,28551.0
2016-06-01,INDORE – MUMBAI,47312.0,INDORE,MUMBAI,False,False,23976.0,23336.0
2016-06-01,DELHI – NAGPUR,32276.0,DELHI,NAGPUR,False,False,17145.0,15131.0
2016-06-01,BENGALURU – GUWAHATI,17394.0,BENGALURU,GUWAHATI,False,False,8426.0,8968.0
2016-06-01,HYDERABAD – KOCHI,21537.0,HYDERABAD,KOCHI,False,False,9900.0,11637.0
2016-06-01,BENGALURU – JAIPUR,40277.0,BENGALURU,JAIPUR,False,False,20720.0,19557.0
2016-06-01,HYDERABAD – PUNE,25440.0,HYDERABAD,PUNE,False,False,12132.0,13308.0
2016-06-01,BENGALURU – THIRUVANANTHAPURAM,37281.0,BENGALURU,THIRUVANANTHAPURAM,False,False,17870.0,19411.0
2016-06-01,DELHI – UDAIPUR,32594.0,DELHI,UDAIPUR,False,False,17853.0,14741.0
2016-06-01,DELHI – JAMMU,40617.0,DELHI,JAMMU,False,False,23357.0,17260.0
2016-06-01,CHENNAI – KOCHI,41735.0,CHENNAI,KOCHI,False,False,20191.0,21544.0
2016-06-01,HYDERABAD – TIRUPATI,37260.0,HYDERABAD,TIRUPATI,False,False,18439.0,18821.0
2016-07-01,DELHI – MUMBAI,547244.0,DELHI,MUMBAI,False,False,274486.0,272758.0
2016-07-01,BENGALURU – DELHI,361640.0,BENGALURU,DELHI,False,False,178709.0,182931.0
2016-07-01,BENGALURU – MUMBAI,293814.0,BENGALURU,MUMBAI,False,False,145777.0,148037.0
2016-07-01,DELHI – HYDERABAD,192303.0,DELHI,HYDERABAD,False,False,97757.0,94546.0
2016-07-01,DELHI – KOLKATA,240659.0,DELHI,KOLKATA,False,False,122390.0,118269.0
2016-07-01,DELHI – PUNE,188089.0,DELHI,PUNE,False,False,93491.0,94598.0
2016-07-01,AHMEDABAD – DELHI,148912.0,AHMEDABAD,DELHI,False,False,73488.0,75424.0
2016-07-01,CHENNAI – MUMBAI,194918.0,CHENNAI,MUMBAI,False,False,95145.0,99773.0
2016-07-01,KOLKATA – MUMBAI,134095.0,KOLKATA,MUMBAI,False,False,66492.0,67603.0
2016-07-01,HYDERABAD – MUMBAI,183668.0,HYDERABAD,MUMBAI,False,False,85863.0,97805.0
2016-07-01,CHENNAI – DELHI,215108.0,CHENNAI,DELHI,False,False,105260.0,109848.0
2016-07-01,BENGALURU – HYDERABAD,116890.0,BENGALURU,HYDERABAD,False,False,59060.0,57830.0
2016-07-01,BENGALURU – KOLKATA,111447.0,BENGALURU,KOLKATA,False,False,55635.0,55812.0
2016-07-01,AHMEDABAD – MUMBAI,181633.0,AHMEDABAD,MUMBAI,False,False,91377.0,90256.0
2016-07-01,DELHI – SRINAGAR,132699.0,DELHI,SRINAGAR,False,False,56887.0,75812.0
2016-07-01,BENGALURU – PUNE,123155.0,BENGALURU,PUNE,False,False,61033.0,62122.0
2016-07-01,DELHI – GUWAHATI,106648.0,DELHI,GUWAHATI,False,False,54103.0,52545.0
2016-07-01,DELHI – PATNA,106771.0,DELHI,PATNA,False,False,52296.0,54475.0
2016-07-01,BENGALURU – CHENNAI,97327.0,BENGALURU,CHENNAI,False,False,47765.0,49562.0
2016-07-01,DELHI – LUCKNOW,164491.0,DELHI,LUCKNOW,False,False,83161.0,81330.0
2016-07-01,CHENNAI – HYDERABAD,99850.0,CHENNAI,HYDERABAD,False,False,49733.0,50117.0
2016-07-01,BENGALURU – KOCHI,59489.0,BENGALURU,KOCHI,False,False,30486.0,29003.0
2016-07-01,KOCHI – MUMBAI,111372.0,KOCHI,MUMBAI,False,False,52184.0,59188.0
2016-07-01,BAGDOGRA – DELHI,56423.0,BAGDOGRA,DELHI,False,False,30474.0,25949.0
2016-07-01,BHUBANESWAR – DELHI,59176.0,BHUBANESWAR,DELHI,False,False,29134.0,30042.0
2016-07-01,AHMEDABAD – BENGALURU,35705.0,AHMEDABAD,BENGALURU,False,False,18138.0,17567.0
2016-07-01,JAIPUR – MUMBAI,95784.0,JAIPUR,MUMBAI,False,False,47743.0,48041.0
2016-07-01,CHENNAI – KOLKATA,86201.0,CHENNAI,KOLKATA,False,False,43385.0,42816.0
2016-07-01,DELHI – INDORE,48971.0,DELHI,INDORE,False,False,24355.0,24616.0
2016-07-01,AMRITSAR – DELHI,62670.0,AMRITSAR,DELHI,False,False,30468.0,32202.0
2016-07-01,HYDERABAD – VISAKHAPATNAM,59288.0,HYDERABAD,VISAKHAPATNAM,False,False,29414.0,29874.0
2016-07-01,HYDERABAD – KOLKATA,53057.0,HYDERABAD,KOLKATA,False,False,25825.0,27232.0
2016-07-01,DELHI – VARANASI,74339.0,DELHI,VARANASI,False,False,37559.0,36780.0
2016-07-01,GUWAHATI – KOLKATA,82687.0,GUWAHATI,KOLKATA,False,False,41256.0,41431.0
2016-07-01,LUCKNOW – MUMBAI,52325.0,LUCKNOW,MUMBAI,False,False,25513.0,26812.0
2016-07-01,DELHI – KOCHI,59787.0,DELHI,KOCHI,False,False,30834.0,28953.0
2016-07-01,MUMBAI – VARANASI,32927.0,MUMBAI,VARANASI,False,False,17045.0,15882.0
2016-07-01,DELHI – RANCHI,44356.0,DELHI,RANCHI,False,False,22408.0,21948.0
2016-07-01,CHANDIGARH – DELHI,52312.0,CHANDIGARH,DELHI,False,False,25953.0,26359.0
2016-07-01,CHENNAI – COIMBATORE,55932.0,CHENNAI,COIMBATORE,False,False,27701.0,28231.0
2016-07-01,DELHI – RAIPUR,42839.0,DELHI,RAIPUR,False,False,21090.0,21749.0
2016-07-01,AGARTALA – KOLKATA,64697.0,AGARTALA,KOLKATA,False,False,33411.0,31286.0
2016-07-01,BENGALURU – MANGALURU,33188.0,BENGALURU,MANGALURU,False,False,17386.0,15802.0
2016-07-01,DELHI – LEH,45420.0,DELHI,LEH,False,False,22283.0,23137.0
2016-07-01,BENGALURU – BHUBANESWAR,17547.0,BENGALURU,BHUBANESWAR,False,False,8828.0,8719.0
2016-07-01,BENGALURU – VARANASI,7837.0,BENGALURU,VARANASI,False,False,3823.0,4014.0
2016-07-01,BENGALURU – LUCKNOW,18012.0,BENGALURU,LUCKNOW,False,False,8999.0,9013.0
2016-07-01,CHENNAI – PUNE,76184.0,CHENNAI,PUNE,False,False,37233.0,38951.0
2016-07-01,MUMBAI – NAGPUR,57772.0,MUMBAI,NAGPUR,False,False,28585.0,29187.0
2016-07-01,INDORE – MUMBAI,50192.0,INDORE,MUMBAI,False,False,25775.0,24417.0
2016-07-01,DELHI – NAGPUR,32064.0,DELHI,NAGPUR,False,False,15598.0,16466.0
2016-07-01,BENGALURU – GUWAHATI,19510.0,BENGALURU,GUWAHATI,False,False,9666.0,9844.0
2016-07-01,HYDERABAD – KOCHI,26991.0,HYDERABAD,KOCHI,False,False,13820.0,13171.0
2016-07-01,BENGALURU – JAIPUR,43205.0,BENGALURU,JAIPUR,False,False,22224.0,20981.0
2016-07-01,HYDERABAD – PUNE,26506.0,HYDERABAD,PUNE,False,False,12726.0,13780.0
2016-07-01,BENGALURU – THIRUVANANTHAPURAM,42787.0,BENGALURU,THIRUVANANTHAPURAM,False,False,21260.0,21527.0
2016-07-01,DELHI – UDAIPUR,34117.0,DELHI,UDAIPUR,False,False,17717.0,16400.0
2016-07-01,DELHI – JAMMU,42569.0,DELHI,JAMMU,False,False,22640.0,19929.0
2016-07-01,CHENNAI – KOCHI,49246.0,CHENNAI,KOCHI,False,False,24633.0,24613.0
2016-07-01,HYDERABAD – TIRUPATI,37956.0,HYDERABAD,TIRUPATI,False,False,18983.0,18973.0
2016-08-01,DELHI – MUMBAI,545236.0,DELHI,MUMBAI,False,False,275326.0,269910.0
2016-08-01,BENGALURU – DELHI,344531.0,BENGALURU,DELHI,False,False,171584.0,172947.0
2016-08-01,BENGALURU – MUMBAI,300559.0,BENGALURU,MUMBAI,False,False,153249.0,147310.0
2016-08-01,DELHI – HYDERABAD,188023.0,DELHI,HYDERABAD,False,False,92403.0,95620.0
2016-08-01,DELHI – KOLKATA,233140.0,DELHI,KOLKATA,False,False,118783.0,114357.0
2016-08-01,DELHI – PUNE,180759.0,DELHI,PUNE,False,False,89659.0,91100.0
2016-08-01,AHMEDABAD – DELHI,149858.0,AHMEDABAD,DELHI,False,False,74196.0,75662.0
2016-08-01,CHENNAI – MUMBAI,194433.0,CHENNAI,MUMBAI,False,False,99814.0,94619.0
2016-08-01,KOLKATA – MUMBAI,131045.0,KOLKATA,MUMBAI,False,False,64301.0,66744.0
2016-08-01,HYDERABAD – MUMBAI,192792.0,HYDERABAD,MUMBAI,False,False,98847.0,93945.0
2016-08-01,CHENNAI – DELHI,201980.0,CHENNAI,DELHI,False,False,105062.0,96918.0
2016-08-01,BENGALURU – HYDERABAD,125512.0,BENGALURU,HYDERABAD,False,False,63234.0,62278.0
2016-08-01,BENGALURU – KOLKATA,110330.0,BENGALURU,KOLKATA,False,False,55219.0,55111.0
2016-08-01,AHMEDABAD – MUMBAI,181028.0,AHMEDABAD,MUMBAI,False,False,91865.0,89163.0
2016-08-01,DELHI – SRINAGAR,82368.0,DELHI,SRINAGAR,False,False,30074.0,52294.0
2016-08-01,BENGALURU – PUNE,120239.0,BENGALURU,PUNE,False,False,59584.0,60655.0
2016-08-01,DELHI – GUWAHATI,100767.0,DELHI,GUWAHATI,False,False,50391.0,50376.0
2016-08-01,DELHI – PATNA,104135.0,DELHI,PATNA,False,False,52000.0,52135.0
2016-08-01,BENGALURU – CHENNAI,97331.0,BENGALURU,CHENNAI,False,False,47427.0,49904.0
2016-08-01,DELHI – LUCKNOW,164249.0,DELHI,LUCKNOW,False,False,82721.0,81528.0
2016-08-01,CHENNAI – HYDERABAD,97406.0,CHENNAI,HYDERABAD,False,False,49070.0,48336.0
2016-08-01,BENGALURU – KOCHI,56368.0,BENGALURU,KOCHI,False,False,27769.0,28599.0
2016-08-01,KOCHI – MUMBAI,116665.0,KOCHI,MUMBAI,False,False,59623.0,57042.0
2016-08-01,BAGDOGRA – DELHI,51256.0,BAGDOGRA,DELHI,False,False,26855.0,24401.0
2016-08-01,BHUBANESWAR – DELHI,57611.0,BHUBANESWAR,DELHI,False,False,28957.0,28654.0
2016-08-01,AHMEDABAD – BENGALURU,37327.0,AHMEDABAD,BENGALURU,False,False,18536.0,18791.0
2016-08-01,JAIPUR – MUMBAI,95253.0,JAIPUR,MUMBAI,False,False,48121.0,47132.0
2016-08-01,CHENNAI – KOLKATA,80680.0,CHENNAI,KOLKATA,False,False,41963.0,38717.0
2016-08-01,DELHI – INDORE,49712.0,DELHI,INDORE,False,False,24201.0,25511.0
2016-08-01,AMRITSAR – DELHI,63782.0,AMRITSAR,DELHI,False,False,30803.0,32979.0
2016-08-01,HYDERABAD – VISAKHAPATNAM,73351.0,HYDERABAD,VISAKHAPATNAM,False,False,35995.0,37356.0
2016-08-01,HYDERABAD – KOLKATA,50062.0,HYDERABAD,KOLKATA,False,False,24765.0,25297.0
2016-08-01,DELHI – VARANASI,73761.0,DELHI,VARANASI,False,False,36811.0,36950.0
2016-08-01,GUWAHATI – KOLKATA,74128.0,GUWAHATI,KOLKATA,False,False,36780.0,37348.0
2016-08-01,LUCKNOW – MUMBAI,53137.0,LUCKNOW,MUMBAI,False,False,25346.0,27791.0
2016-08-01,DELHI – KOCHI,65000.0,DELHI,KOCHI,False,False,32768.0,32232.0
2016-08-01,MUMBAI – VARANASI,33408.0,MUMBAI,VARANASI,False,False,17183.0,16225.0
2016-08-01,DELHI – RANCHI,42838.0,DELHI,RANCHI,False,False,21470.0,21368.0
2016-08-01,CHANDIGARH – DELHI,50178.0,CHANDIGARH,DELHI,False,False,25199.0,24979.0
2016-08-01,CHENNAI – COIMBATORE,62813.0,CHENNAI,COIMBATORE,False,False,30754.0,32059.0
2016-08-01,DELHI – RAIPUR,39874.0,DELHI,RAIPUR,False,False,19853.0,20021.0
2016-08-01,AGARTALA – KOLKATA,66548.0,AGARTALA,KOLKATA,False,False,35067.0,31481.0
2016-08-01,BENGALURU – MANGALURU,29947.0,BENGALURU,MANGALURU,False,False,15158.0,14789.0
2016-08-01,DELHI – LEH,43838.0,DELHI,LEH,False,False,21106.0,22732.0
2016-08-01,BENGALURU – BHUBANESWAR,15563.0,BENGALURU,BHUBANESWAR,False,False,7794.0,7769.0
2016-08-01,BENGALURU – VARANASI,6394.0,BENGALURU,VARANASI,False,False,3009.0,3385.0
2016-08-01,BENGALURU – LUCKNOW,19342.0,BENGALURU,LUCKNOW,False,False,9870.0,9472.0
2016-08-01,CHENNAI – PUNE,76166.0,CHENNAI,PUNE,False,False,37309.0,38857.0
